user_id,episode,similarity_level,Trust_the_agent,feedback_score,prev_agent,update_agent,prev_agent_last_score,update_agent_last_score,prev_agent_mean_score,update_agent_mean_score,choice,good_choice,good_choice_last,choice_time,examples_shown,board_index,improved_from_base,improved_from_base_last,improved_from_prev_last,improved_from_prev_mean,final_agent,final_agent_score
67dae759471e30afd08ad225,2,1,1,2.0,AllColorsLL2_0604,OnlyBlueLL_0625,9.1,7.4,2.34,2.45,1.0,1.0,0.0,23.0,2.0,5.0,-1.0,-1.0,False,True,OnlyBlueLH_0706,11.8
67dae759471e30afd08ad225,3,1,1,3.0,OnlyBlueLL_0625,OnlyBlueLH_0706,-2.5,-5.0,2.45,4.13,1.0,1.0,0.0,13.0,1.0,14.0,1.0,1.0,False,True,OnlyBlueLH_0706,11.8
67dae759471e30afd08ad225,4,1,1,4.0,OnlyBlueLH_0706,NoRedLH3_0612,8.1,7.8,4.13,4.62,0.0,0.0,1.0,12.0,1.0,9.0,1.0,1.0,False,True,OnlyBlueLH_0706,11.8
67dae759471e30afd08ad225,5,1,1,4.0,OnlyBlueLH_0706,NoRedLH3_0612,10.0,11.7,4.13,4.62,0.0,0.0,0.0,12.0,1.0,3.0,1.0,1.0,True,True,OnlyBlueLH_0706,11.8
650b03136ab3d4c832d98b71,1,3,0,8.0,AllColorsLL1_0526,AllColorsLH_0617,-8.9,1.6,3.26,4.42,0.0,0.0,0.0,61.0,4.0,15.0,1.0,1.0,True,True,AllColorsLL1_0526,13.4
671bbaf1bec15d847b871b9b,1,0,1,,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,True,True,NoRedLH1_0612,5.0
671bbaf1bec15d847b871b9b,2,0,1,,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,True,True,NoRedLH1_0612,5.0
671bbaf1bec15d847b871b9b,3,0,1,,NoRedLH3_0612,NoRedLH1_0612,4.4,5.0,4.62,5.25,1.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,True,True,NoRedLH1_0612,5.0
671bbaf1bec15d847b871b9b,4,0,1,,NoRedLH1_0612,NoRedLH1_0612,4.5,4.5,5.25,5.25,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,True,True,NoRedLH1_0612,5.0
6720fbc84253185973cbe564,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLL_0625,7.3,8.6,3.26,2.45,1.0,0.0,1.0,62.0,4.0,8.0,-1.0,1.0,True,False,NoRedLH3_0612,13.1
6720fbc84253185973cbe564,2,2,0,2.0,OnlyBlueLL_0625,OnlyBlueLH_0706,7.4,4.5,2.45,4.13,1.0,1.0,0.0,37.0,4.0,5.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
6720fbc84253185973cbe564,3,2,0,4.0,OnlyBlueLH_0706,NoRedLH3_0612,8.1,7.8,4.13,4.62,1.0,1.0,0.0,55.0,4.0,9.0,1.0,1.0,False,True,NoRedLH3_0612,13.1
6720fbc84253185973cbe564,4,2,0,4.0,NoRedLH3_0612,AllColorsLH_0617,2.7,5.9,4.62,4.42,1.0,0.0,1.0,148.0,4.0,1.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
6720fbc84253185973cbe564,5,2,0,6.0,AllColorsLH_0617,NoRedLH3_0612,3.5,-6.0,4.42,4.62,1.0,1.0,0.0,24.0,4.0,15.0,1.0,-1.0,False,True,NoRedLH3_0612,13.1
67919517904684e49fc1556b,1,3,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,0.0,0.0,0.0,32.0,2.0,15.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67919517904684e49fc1556b,2,3,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,8.9,10.2,3.26,4.42,1.0,1.0,1.0,54.0,1.0,15.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
67919517904684e49fc1556b,5,3,0,3.0,AllColorsLH_0617,NoRedLH3_0612,3.5,-6.0,4.42,4.62,0.0,0.0,1.0,21.0,1.0,12.0,1.0,-1.0,False,True,AllColorsLH_0617,13.3
66a4fa7405982fe08190da12,1,3,1,2.0,AllColorsLL1_0526,AllColorsLL2_0604,7.1,6.9,3.26,2.34,1.0,0.0,0.0,67.0,2.0,3.0,-1.0,-1.0,False,False,NoRedLH1_0612,5.0
66a4fa7405982fe08190da12,2,3,1,3.0,AllColorsLL2_0604,AllColorsLH_0617,-2.0,-7.0,2.34,4.42,1.0,1.0,0.0,29.0,1.0,9.0,1.0,-1.0,False,True,NoRedLH1_0612,5.0
66a4fa7405982fe08190da12,3,3,1,3.0,AllColorsLH_0617,NoRedLH3_0612,5.9,2.7,4.42,4.62,1.0,1.0,0.0,39.0,1.0,12.0,1.0,1.0,False,True,NoRedLH1_0612,5.0
66a4fa7405982fe08190da12,4,3,1,4.0,NoRedLH3_0612,AllColorsLH_0617,6.4,-0.0,4.62,4.42,0.0,1.0,1.0,39.0,1.0,3.0,1.0,-1.0,False,False,NoRedLH1_0612,5.0
66a4fa7405982fe08190da12,5,3,1,4.0,NoRedLH3_0612,NoRedLH1_0612,9.8,8.4,4.62,5.25,1.0,1.0,0.0,37.0,1.0,9.0,1.0,1.0,False,True,NoRedLH1_0612,5.0
66293ce3dba0764775195e58,1,1,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,2.7,7.8,3.26,4.42,1.0,1.0,1.0,70.0,2.0,9.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
66293ce3dba0764775195e58,2,1,0,6.0,AllColorsLH_0617,OnlyBlueLH_0706,7.8,4.6,4.42,4.13,1.0,0.0,0.0,31.0,1.0,2.0,1.0,-1.0,False,False,NoRedLH3_0612,13.1
66293ce3dba0764775195e58,3,1,0,6.0,OnlyBlueLH_0706,NoRedLH3_0612,3.5,7.8,4.13,4.62,1.0,1.0,1.0,35.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
60819ba1a8862e33495f8914,1,0,0,,AllColorsLL1_0526,OnlyBlueLL_0625,7.1,4.6,3.26,2.45,1.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,False,False,AllColorsLH_0617,13.3
60819ba1a8862e33495f8914,2,0,0,,OnlyBlueLL_0625,OnlyBlueLH_0706,-2.5,-5.0,2.45,4.13,1.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,False,True,AllColorsLH_0617,13.3
60819ba1a8862e33495f8914,3,0,0,,OnlyBlueLH_0706,NoRedLH3_0612,3.8,6.1,4.13,4.62,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
60819ba1a8862e33495f8914,4,0,0,,NoRedLH3_0612,AllColorsLH_0617,6.4,6.3,4.62,4.42,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,False,False,AllColorsLH_0617,13.3
60819ba1a8862e33495f8914,5,0,0,,AllColorsLH_0617,AllColorsLH_0617,5.9,6.1,4.42,5.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
675330fb23080b9ae3ec8239,2,1,1,1.0,AllColorsLL1_0526,AllColorsLH_0617,2.7,7.8,3.26,4.42,1.0,1.0,1.0,88.0,1.0,9.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
675330fb23080b9ae3ec8239,3,1,1,1.0,AllColorsLH_0617,NoRedLH3_0612,5.4,6.5,4.42,4.62,1.0,1.0,1.0,50.0,1.0,17.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
675330fb23080b9ae3ec8239,4,1,1,3.0,NoRedLH3_0612,NoRedLH2_0618,7.8,7.9,4.62,3.98,1.0,0.0,1.0,38.0,1.0,12.0,1.0,1.0,True,False,NoRedLH3_0612,13.1
675330fb23080b9ae3ec8239,5,1,1,3.0,NoRedLH2_0618,NoRedLH3_0612,6.1,6.1,3.98,4.62,1.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
667f5aad932eb7cb591a28ca,2,4,0,4.0,AllColorsLL1_0526,AllColorsLL2_0604,2.7,2.5,3.26,2.34,0.0,1.0,1.0,23.0,1.0,11.0,-1.0,-1.0,False,False,AllColorsLL1_0526,13.4
5e52a8ee0033f9000b01e91b,1,3,0,3.0,AllColorsLL1_0526,AllColorsLH_0617,2.7,7.8,3.26,4.42,1.0,1.0,1.0,17.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5e52a8ee0033f9000b01e91b,2,3,0,4.0,AllColorsLH_0617,NoRedLH3_0612,8.9,9.8,4.42,4.62,1.0,1.0,1.0,50.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
66b4d2ee1ac8c5e9060a6930,1,3,1,1.0,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,1.0,1.0,1.0,58.0,2.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
66b4d2ee1ac8c5e9060a6930,3,3,1,2.0,AllColorsLH_0617,NoRedLH3_0612,10.2,11.7,4.42,4.62,1.0,1.0,1.0,29.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
66b4d2ee1ac8c5e9060a6930,4,3,1,2.0,NoRedLH3_0612,AllColorsLH_0617,10.6,10.2,4.62,4.42,1.0,0.0,0.0,44.0,2.0,3.0,1.0,1.0,False,False,NoRedLH3_0612,13.1
66b4d2ee1ac8c5e9060a6930,5,3,1,2.0,AllColorsLH_0617,NoRedLH3_0612,5.9,2.7,4.42,4.62,1.0,1.0,0.0,18.0,1.0,12.0,1.0,1.0,False,True,NoRedLH3_0612,13.1
5d332957d0635b00013bd785,1,3,1,1.0,AllColorsLL1_0526,AllColorsLH_0617,9.3,10.2,3.26,4.42,0.0,0.0,0.0,28.0,4.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5d332957d0635b00013bd785,2,3,1,2.0,AllColorsLL1_0526,AllColorsLH_0617,3.5,8.5,3.26,4.42,1.0,1.0,1.0,31.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5d332957d0635b00013bd785,4,3,1,3.0,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,17.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6095e6bff657f30496a59d0e,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLL_0625,5.7,-5.0,3.26,2.45,0.0,1.0,1.0,18.0,1.0,17.0,-1.0,-1.0,False,False,NoRedLH3_0612,13.1
6095e6bff657f30496a59d0e,2,2,0,2.0,AllColorsLL1_0526,AllColorsLH_0617,1.8,5.9,3.26,4.42,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6095e6bff657f30496a59d0e,3,2,0,3.0,AllColorsLL1_0526,OnlyBlueLL_0625,-8.9,-2.5,3.26,2.45,1.0,0.0,1.0,50.0,4.0,14.0,-1.0,1.0,True,False,NoRedLH3_0612,13.1
6095e6bff657f30496a59d0e,4,2,0,4.0,OnlyBlueLL_0625,OnlyBlueLH_0706,4.8,4.8,2.45,4.13,1.0,1.0,1.0,28.0,3.0,11.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6095e6bff657f30496a59d0e,5,2,0,5.0,OnlyBlueLH_0706,NoRedLH3_0612,4.7,6.4,4.13,4.62,1.0,1.0,1.0,9.0,1.0,4.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
6643a8837540ee80f2d5be45,1,0,1,,AllColorsLL1_0526,OnlyBlueLL_0625,5.4,7.1,3.26,2.45,1.0,0.0,1.0,0.0,0.0,13.0,-1.0,1.0,True,False,AllColorsLH_0617,13.3
6643a8837540ee80f2d5be45,2,0,1,,OnlyBlueLL_0625,OnlyBlueLH_0706,4.8,4.8,2.45,4.13,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
6643a8837540ee80f2d5be45,3,0,1,,OnlyBlueLH_0706,NoRedLH3_0612,3.0,-6.0,4.13,4.62,1.0,1.0,0.0,0.0,0.0,15.0,1.0,-1.0,False,True,AllColorsLH_0617,13.3
6643a8837540ee80f2d5be45,4,0,1,,NoRedLH3_0612,AllColorsLH_0617,10.6,10.2,4.62,4.42,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,False,False,AllColorsLH_0617,13.3
6643a8837540ee80f2d5be45,5,0,1,,AllColorsLH_0617,AllColorsLH_0617,8.9,8.4,4.42,5.25,1.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,False,True,AllColorsLH_0617,13.3
663fc7f72fe5d2acae3176f2,1,4,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,1.8,5.9,3.26,4.42,1.0,1.0,1.0,43.0,2.0,12.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
663fc7f72fe5d2acae3176f2,2,4,0,2.0,AllColorsLH_0617,NoRedLH3_0612,7.8,7.8,4.42,4.62,1.0,1.0,1.0,18.0,1.0,8.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
663fc7f72fe5d2acae3176f2,4,4,0,2.0,NoRedLH3_0612,AllColorsLH_0617,6.1,-7.0,4.62,4.42,0.0,1.0,1.0,37.0,1.0,5.0,1.0,-1.0,False,False,AllColorsLH_0617,13.3
663fc7f72fe5d2acae3176f2,5,4,0,3.0,NoRedLH3_0612,AllColorsLH_0617,6.4,6.3,4.62,4.42,1.0,0.0,0.0,20.0,1.0,10.0,1.0,1.0,False,False,AllColorsLH_0617,13.3
5e0a8de6b6385332d7cae588,1,1,0,5.0,AllColorsLL1_0526,AllColorsLL2_0604,5.7,6.1,3.26,2.34,1.0,0.0,1.0,25.0,4.0,17.0,-1.0,1.0,True,False,NoRedLH3_0612,13.1
5e0a8de6b6385332d7cae588,2,1,0,7.0,AllColorsLL2_0604,AllColorsLL1_0526,2.2,6.0,2.34,3.26,1.0,1.0,1.0,28.0,4.0,18.0,0.0,0.0,True,True,NoRedLH3_0612,13.1
5e0a8de6b6385332d7cae588,3,1,0,12.0,AllColorsLL1_0526,OnlyBlueLL_0625,-2.0,3.9,3.26,2.45,1.0,0.0,1.0,28.0,3.0,6.0,-1.0,1.0,True,False,NoRedLH3_0612,13.1
5e0a8de6b6385332d7cae588,4,1,0,13.0,OnlyBlueLL_0625,OnlyBlueLH_0706,4.6,4.6,2.45,4.13,1.0,1.0,1.0,39.0,4.0,2.0,1.0,-1.0,True,True,NoRedLH3_0612,13.1
5e0a8de6b6385332d7cae588,5,1,0,13.0,OnlyBlueLH_0706,NoRedLH3_0612,4.8,6.3,4.13,4.62,1.0,1.0,1.0,18.0,3.0,11.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5adb9688e0feeb0001ca9622,1,3,0,2.0,AllColorsLL1_0526,AllColorsLL2_0604,7.1,6.9,3.26,2.34,0.0,1.0,1.0,2.0,1.0,3.0,-1.0,-1.0,False,False,NoRedLH3_0612,13.1
5adb9688e0feeb0001ca9622,2,3,0,4.0,AllColorsLL1_0526,AllColorsLH_0617,1.1,3.5,3.26,4.42,1.0,1.0,1.0,120.0,1.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5adb9688e0feeb0001ca9622,3,3,0,5.0,AllColorsLH_0617,NoRedLH3_0612,6.5,7.8,4.42,4.62,1.0,1.0,1.0,7.0,1.0,12.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
651c1d7524852e9f9d614ce3,1,0,0,,AllColorsLL1_0526,AllColorsLH_0617,2.1,5.8,3.26,4.42,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,True,True,AllColorsLH_0617,13.3
651c1d7524852e9f9d614ce3,2,0,0,,AllColorsLH_0617,AllColorsLH_0617,2.1,7.7,4.42,4.13,1.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0,True,False,AllColorsLH_0617,13.3
679007d689cfa2445155da14,1,3,0,9.0,AllColorsLL1_0526,OnlyBlueLL_0625,4.3,4.7,3.26,2.45,0.0,1.0,0.0,31.0,1.0,2.0,-1.0,1.0,True,False,AllColorsLL1_0526,13.4
679007d689cfa2445155da14,2,3,0,11.0,AllColorsLL1_0526,AllColorsLL2_0604,-8.9,-6.0,3.26,2.34,0.0,1.0,0.0,24.0,1.0,3.0,-1.0,1.0,True,False,AllColorsLL1_0526,13.4
679007d689cfa2445155da14,4,3,0,14.0,AllColorsLL1_0526,OnlyBlueLL_0625,1.1,-0.6,3.26,2.45,0.0,1.0,1.0,19.0,1.0,2.0,-1.0,-1.0,False,False,AllColorsLL1_0526,13.4
67be04f9cae8554d5724b744,1,0,1,,AllColorsLL1_0526,AllColorsLL2_0604,5.4,10.7,3.26,2.34,1.0,0.0,1.0,0.0,0.0,13.0,-1.0,1.0,True,False,NoRedLL_0616,8.6
67be04f9cae8554d5724b744,2,0,1,,AllColorsLL2_0604,OnlyBlueLL_0625,5.4,0.5,2.34,2.45,1.0,1.0,0.0,0.0,0.0,12.0,-1.0,-1.0,False,True,NoRedLL_0616,8.6
67be04f9cae8554d5724b744,3,0,1,,OnlyBlueLL_0625,NoRedLL_G_0617,8.6,8.6,2.45,4.62,1.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,True,True,NoRedLL_0616,8.6
67be04f9cae8554d5724b744,4,0,1,,NoRedLL_G_0617,NoRedLL_0616,5.4,5.8,4.62,5.0,1.0,1.0,1.0,0.0,0.0,16.0,1.0,1.0,True,True,NoRedLL_0616,8.6
67be04f9cae8554d5724b744,5,0,1,,NoRedLL_0616,NoRedLL_0616,8.0,4.8,5.0,4.13,1.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,False,False,NoRedLL_0616,8.6
665c651563503064d1dbba1b,1,0,0,,AllColorsLL1_0526,OnlyBlueLL_0625,7.3,8.6,3.26,2.45,1.0,0.0,1.0,0.0,0.0,8.0,-1.0,1.0,True,False,NoRedLH2_0618,13.3
665c651563503064d1dbba1b,2,0,0,,OnlyBlueLL_0625,OnlyGreenLL_0429,4.6,5.5,2.45,-0.79,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,True,False,NoRedLH2_0618,13.3
665c651563503064d1dbba1b,3,0,0,,OnlyGreenLL_0429,NoRedLL_G_0617,4.3,6.5,-0.79,4.62,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,True,True,NoRedLH2_0618,13.3
665c651563503064d1dbba1b,4,0,0,,NoRedLL_G_0617,NoRedLH2_0618,7.3,-3.0,4.62,3.98,1.0,0.0,0.0,0.0,0.0,13.0,1.0,-1.0,False,False,NoRedLH2_0618,13.3
665c651563503064d1dbba1b,5,0,0,,NoRedLH2_0618,NoRedLH2_0618,6.1,3.8,3.98,4.13,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,False,True,NoRedLH2_0618,13.3
5a5e3821acc75b00017a9158,1,4,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,5.4,6.5,3.26,4.42,1.0,1.0,1.0,41.0,2.0,15.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
5a5e3821acc75b00017a9158,2,4,0,2.0,AllColorsLH_0617,NoRedLH3_0612,8.9,9.8,4.42,4.62,0.0,0.0,0.0,31.0,4.0,1.0,1.0,1.0,True,True,NoRedLH3_0612,13.1
