user_id,episode,similarity_level,Trust_the_agent,feedback_score,prev_agent,update_agent,prev_agent_mean_score,update_agent_mean_score,prev_agent_last_score,update_agent_last_score,choice,good_choice,good_choice_last,choice_time,examples_shown,feedback_board_index,demo_board_index,good_choice_demo,improved_from_base,improved_from_base_last,improved_from_prev_last,improved_from_prev_mean,final_agent,final_agent_score
5f61023f891bb903b975dbee,1,1,0,0.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,3.5,9.5,0,0,0,34.0,1.0,9,9.0,0.0,1,1,True,True,AllColorsLH_0617,13.2
5f61023f891bb903b975dbee,2,1,0,3.0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,10.9,14.1,0,0,0,16.0,1.0,13,13.0,0.0,1,1,True,True,AllColorsLH_0617,13.2
5f61023f891bb903b975dbee,4,1,0,4.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.3,9.1,1,1,1,26.0,1.0,18,18.0,1.0,1,1,True,True,AllColorsLH_0617,13.2
660ea65b18972d0e6a14a896,1,3,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,5.6,11.4,1,1,1,42.0,1.0,6,3.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
660ea65b18972d0e6a14a896,3,3,0,1.0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,8.9,10.0,1,1,1,18.0,1.0,2,9.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
660ea65b18972d0e6a14a896,4,3,0,1.0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,13.4,14.1,0,1,0,11.0,1.0,13,16.0,1.0,1,1,True,False,NoRedLH1_0612,14.2
5e7b6486b704ac034e3f01c8,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,4.1,4.7,1,1,1,14.0,1.0,14,17.0,1.0,1,1,True,True,OnlyBlueLL_0625,4.7
5e7b6486b704ac034e3f01c8,5,2,0,0.0,OnlyBlueLL_0625,OnlyGreenLL_0429,7.49,1.88,7.5,2.6,0,1,1,32.0,1.0,9,10.0,1.0,-1,-1,False,False,OnlyBlueLL_0625,4.7
648353f2886c3c0072018e4a,1,3,1,5.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,43.0,1.0,13,3.0,1.0,1,1,True,True,OnlyBlueLH_0706,13.4
648353f2886c3c0072018e4a,2,3,1,1.0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.4,9.8,0,0,0,27.0,1.0,14,18.0,0.0,1,1,True,True,OnlyBlueLH_0706,13.4
6717d0f52cc5e0a7f13b596a,1,0,0,,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,0.0,0.0,16,,0.0,1,1,True,True,AllColorsLH_0617,13.2
6717d0f52cc5e0a7f13b596a,3,0,0,,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.4,9.8,1,1,1,0.0,0.0,14,,0.0,1,1,True,True,AllColorsLH_0617,13.2
6717d0f52cc5e0a7f13b596a,5,0,0,,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,11.4,12.9,1,1,1,0.0,0.0,6,,,1,1,True,True,AllColorsLH_0617,13.2
62e7357284e65421d8f8b10f,1,3,0,1.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.6,10.8,1,1,1,76.0,1.0,8,9.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
62e7357284e65421d8f8b10f,2,3,0,2.0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,7.2,7.8,0,1,0,70.0,1.0,10,19.0,1.0,1,1,True,False,NoRedLH1_0612,14.2
62e7357284e65421d8f8b10f,4,3,0,1.0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,13.2,14.4,1,1,1,73.0,1.0,3,1.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
62e7357284e65421d8f8b10f,5,3,0,1.0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,12.2,10.2,0,1,1,55.0,1.0,18,5.0,1.0,1,1,False,False,NoRedLH1_0612,14.2
677c4ec6bf1d6e16cf3d3055,1,0,0,,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,1,0,1,0.0,0.0,18,,0.0,-1,1,True,False,NoRedLH1_0612,14.2
677c4ec6bf1d6e16cf3d3055,2,0,0,,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,8.4,11.0,1,1,1,0.0,0.0,11,,0.0,1,1,True,True,NoRedLH1_0612,14.2
677c4ec6bf1d6e16cf3d3055,3,0,0,,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.8,10.2,1,1,1,0.0,0.0,14,,0.0,1,1,True,True,NoRedLH1_0612,14.2
672f488089b8f59064c010fc,1,3,1,2.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.0,11.0,1,1,1,30.0,1.0,11,17.0,1.0,1,1,True,True,OnlyBlueLH_0706,13.4
672f488089b8f59064c010fc,3,3,1,0.0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,7.7,1,0,0,22.0,1.0,4,5.0,0.0,1,1,False,False,OnlyBlueLH_0706,13.4
672f488089b8f59064c010fc,5,3,1,0.0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,11.6,8.2,0,1,1,12.0,1.0,7,1.0,1.0,0,0,False,False,OnlyBlueLH_0706,13.4
6156fef09d1ab07148870099,1,3,0,7.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,5.6,11.4,1,1,1,20.0,1.0,6,1.0,1.0,1,1,True,True,OnlyBlueLH_0706,13.4
6156fef09d1ab07148870099,2,3,0,5.0,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,7.8,7.6,0,1,1,33.0,1.0,16,14.0,1.0,0,0,False,False,OnlyBlueLH_0706,13.4
6156fef09d1ab07148870099,3,3,0,3.0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,9.7,0,1,0,20.0,1.0,12,11.0,1.0,1,1,True,False,OnlyBlueLH_0706,13.4
6156fef09d1ab07148870099,4,3,0,2.0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,13.2,11.1,1,0,0,110.0,1.0,3,7.0,0.0,1,1,False,False,OnlyBlueLH_0706,13.4
577a3dfd92c50c0001c9488f,1,2,1,4.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,2.9,3.8,1,1,1,52.0,1.0,1,9.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
577a3dfd92c50c0001c9488f,2,2,1,2.0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,56.0,1.0,3,18.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
660453c9877e571d12b555f7,1,3,0,2.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,2.9,3.8,1,1,1,72.0,1.0,1,13.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
660453c9877e571d12b555f7,3,3,0,1.0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,12.8,14.7,1,1,1,57.0,1.0,8,6.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
660453c9877e571d12b555f7,4,3,0,1.0,NoRedLH1_0612,AllColorsLL1_0526,10.87,6.48,10.0,9.3,0,1,1,13.0,1.0,2,4.0,1.0,0,0,False,False,NoRedLH1_0612,14.2
660453c9877e571d12b555f7,5,3,0,1.0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,9.9,6.7,0,1,1,58.0,1.0,11,10.0,1.0,1,-1,False,False,NoRedLH1_0612,14.2
665f461d043d90dd77710aa3,1,3,1,1.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,23.0,1.0,5,1.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
665f461d043d90dd77710aa3,2,3,1,4.0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.1,12.2,1,1,1,10.0,1.0,18,10.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
5bbb5e3f118c0600013c3202,1,3,0,2.0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,8.0,6.7,1,1,0,21.0,1.0,11,17.0,1.0,1,-1,False,True,OnlyBlueLL_0625,4.7
5bbb5e3f118c0600013c3202,2,3,0,1.0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,9.7,9.3,0,0,1,29.0,1.0,12,10.0,1.0,1,1,False,True,OnlyBlueLL_0625,4.7
63d13d12c35a12dd05922c69,1,0,0,,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,0.0,0.0,13,,0.0,1,1,True,True,AllColorsLH_0617,13.2
63d13d12c35a12dd05922c69,3,0,0,,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,11.0,6.7,1,0,0,0.0,0.0,11,,0.0,1,-1,False,False,AllColorsLH_0617,13.2
63d13d12c35a12dd05922c69,4,0,0,,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,10.2,11.4,1,1,1,0.0,0.0,6,,0.0,1,1,True,True,AllColorsLH_0617,13.2
63d13d12c35a12dd05922c69,5,0,0,,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,10.8,14.7,1,1,1,0.0,0.0,8,,,1,1,True,True,AllColorsLH_0617,13.2
545d347afdf99b7f9fca22c7,1,1,0,1.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,6.7,9.7,1,1,1,71.0,1.0,12,12.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
545d347afdf99b7f9fca22c7,2,1,0,1.0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,8.6,12.2,1,1,1,36.0,1.0,18,18.0,1.0,1,1,True,True,NoRedLH1_0612,14.2
545d347afdf99b7f9fca22c7,5,1,0,1.0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,9.5,9.3,0,1,1,34.0,1.0,4,4.0,1.0,1,1,False,False,NoRedLH1_0612,14.2
5ea00d4b1286ee0008405450,2,0,0,,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,2.9,5.7,1,1,1,0.0,0.0,1,,0.0,1,1,True,True,AllColorsLH_0617,13.2
677299ebbff623812504a11d,1,0,1,,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,0.0,0.0,18,,0.0,1,1,True,True,AllColorsLH_0617,13.2
677299ebbff623812504a11d,4,0,1,,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,11.4,11.4,1,1,1,0.0,0.0,6,,0.0,1,1,True,True,AllColorsLH_0617,13.2
677299ebbff623812504a11d,5,0,1,,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,9.3,9.5,1,1,1,0.0,0.0,4,,,1,1,True,True,AllColorsLH_0617,13.2
662190146ef67bab626e48cb,1,0,1,,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.7,11.0,1,1,1,0.0,0.0,17,,0.0,1,1,True,True,AllColorsLL1_0526,6.9
662190146ef67bab626e48cb,3,0,1,,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,7.2,4.9,1,0,0,0.0,0.0,10,,0.0,1,1,False,False,AllColorsLL1_0526,6.9
662190146ef67bab626e48cb,5,0,1,,AllColorsLL1_0526,AllColorsLL1_0526,6.48,9.39,2.9,5.7,1,1,1,0.0,0.0,1,,,1,1,True,True,AllColorsLL1_0526,6.9
66d9cd06e207a93377f7820e,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,31.0,1.0,16,3.0,1.0,1,0,True,True,OnlyBlueLH_0706,13.4
66d9cd06e207a93377f7820e,2,2,0,1.0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,3.8,5.7,1,1,1,28.0,1.0,1,11.0,1.0,1,1,True,True,OnlyBlueLH_0706,13.4
66d9cd06e207a93377f7820e,4,2,0,0.0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,7.7,1,0,0,17.0,1.0,4,9.0,1.0,1,1,False,False,OnlyBlueLH_0706,13.4
66d9cd06e207a93377f7820e,5,2,0,1.0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,8.6,10.2,0,1,0,89.0,1.0,18,16.0,1.0,1,1,True,False,OnlyBlueLH_0706,13.4
5e7987df47422a5443426cd7,1,0,0,,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,0.0,0.0,7,,0.0,1,1,True,True,NoRedLH1_0612,14.2
5e7987df47422a5443426cd7,2,0,0,,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.8,14.7,1,1,1,0.0,0.0,8,,0.0,1,1,True,True,NoRedLH1_0612,14.2
5e7987df47422a5443426cd7,3,0,0,,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,10.0,8.9,1,0,0,0.0,0.0,2,,0.0,1,-1,False,False,NoRedLH1_0612,14.2
5e7987df47422a5443426cd7,4,0,0,,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.1,1,1,1,0.0,0.0,16,,0.0,1,1,True,True,NoRedLH1_0612,14.2
67a7d4e19fee63cbe222ae02,2,3,0,0.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,8.0,6.5,1,1,0,12.0,1.0,11,3.0,1.0,1,-1,False,True,AllColorsLH_0617,13.2
67a7d4e19fee63cbe222ae02,3,3,0,0.0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,7.7,7.3,1,0,0,22.0,1.0,4,10.0,0.0,0,0,False,False,AllColorsLH_0617,13.2
67a7d4e19fee63cbe222ae02,4,3,0,4.0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.1,9.8,1,1,1,13.0,1.0,14,18.0,1.0,1,1,True,True,AllColorsLH_0617,13.2
5f3ade361d75be1c1d974926,1,2,0,1.0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.4,10.4,1,1,1,11.0,1.0,19,17.0,1.0,1,0,True,True,OnlyBlueLH_0706,13.4
5f0cf299c6db5770064402e1,1,3,1,10.0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,0,1,0,53.0,1.0,18,19.0,1.0,-1,1,True,False,NoRedLH1_0612,14.2
