user_id,episode,group,trust_the_agent,prev_agent,updated_agent,prev_agent_mean_score,update_agent_mean_score,prev_agent_feedback_score,updated_agent_feedback_score,choice_to_update,correct_choice_generalized,correct_choice_feedback,choice_time,improved_from_prev_feedback,improved_from_prev_mean
62ff3d3ee03b44e79bb2d479,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,6.7,9.7,1,1,1,30.0,True,True
62ff3d3ee03b44e79bb2d479,3,Salient-Contrast,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,12.8,11.9,0,1,1,27.0,False,False
62ff3d3ee03b44e79bb2d479,5,Salient-Contrast,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,7.4,4.7,0,1,1,31.0,False,False
5e47a5ae418f6125620ee944,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,8.2,-0.5,0,1,1,39.0,False,False
5e47a5ae418f6125620ee944,2,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,20.0,True,True
5e47a5ae418f6125620ee944,3,Salient-Contrast,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.7,9.3,1,1,1,28.0,True,True
5e47a5ae418f6125620ee944,4,Salient-Contrast,1,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,6.1,9.5,0,1,0,18.0,True,False
5dd59fe0a6438056ac397382,1,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,22.0,True,True
5dd59fe0a6438056ac397382,2,Same,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,10.9,11.5,1,0,1,7.0,True,False
5dd59fe0a6438056ac397382,3,Same,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,7.7,9.5,1,1,1,5.0,True,True
6659ca3aede1cd81f25f5d46,1,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,5.6,11.4,1,1,1,0.0,True,True
6659ca3aede1cd81f25f5d46,2,Control,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,12.8,11.9,1,0,0,0.0,False,False
6659ca3aede1cd81f25f5d46,3,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,0.0,True,True
6659ca3aede1cd81f25f5d46,4,Control,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,0.0,True,True
59d3ef2c078dbe000195117f,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,1,0,1,14.0,True,False
59d3ef2c078dbe000195117f,2,Same,0,OnlyGreenLL_0429,AllColorsLL1_0526,1.88,6.48,2.5,2.9,1,1,1,13.0,True,True
59d3ef2c078dbe000195117f,3,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,8.0,6.5,1,1,0,7.0,False,True
59d3ef2c078dbe000195117f,5,Same,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,15.0,True,True
5eaecb0824839e59ed3523eb,1,Random,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,3.5,7.5,1,1,1,49.0,True,True
5eaecb0824839e59ed3523eb,2,Random,0,OnlyBlueLL_0625,OnlyBlueLH_0706,7.49,8.84,10.4,10.4,1,1,1,40.0,True,True
5eaecb0824839e59ed3523eb,3,Random,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,12.8,14.7,1,1,1,31.0,True,True
63ed50df25d0ea08696b393f,3,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.5,6.1,0,0,0,33.0,True,True
63ed50df25d0ea08696b393f,5,Salient-Contrast,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,9.3,8.9,1,1,0,37.0,False,True
58cd0bc2a47dbb000171dc8b,1,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.4,11.1,1,1,1,0.0,True,True
58cd0bc2a47dbb000171dc8b,3,Control,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,11.4,11.4,1,1,1,0.0,True,True
604a4755d62e5590404b5426,1,Salient-Contrast,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,26.0,True,True
604a4755d62e5590404b5426,3,Salient-Contrast,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.2,11.2,1,1,1,18.0,True,True
66ef36768bc403140fa01e35,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,0.0,True,True
66ef36768bc403140fa01e35,2,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,1,1,1,0.0,True,True
66ef36768bc403140fa01e35,5,Control,0,NoRedLH1_0612,NoRedLH1_0612,10.87,6.48,9.1,7.6,1,0,0,0.0,False,False
5f61023f891bb903b975dbee,1,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,3.5,9.5,0,0,0,34.0,True,True
5f61023f891bb903b975dbee,2,Same,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,10.9,14.1,0,0,0,16.0,True,True
5f61023f891bb903b975dbee,4,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.3,9.1,1,1,1,26.0,True,True
660ea65b18972d0e6a14a896,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,5.6,11.4,1,1,1,42.0,True,True
660ea65b18972d0e6a14a896,3,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,8.9,10.0,1,1,1,18.0,True,True
660ea65b18972d0e6a14a896,4,Random,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,13.4,14.1,0,1,0,11.0,True,False
5e7b6486b704ac034e3f01c8,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,4.1,4.7,1,1,1,14.0,True,True
5e7b6486b704ac034e3f01c8,5,Salient-Contrast,0,OnlyBlueLL_0625,OnlyGreenLL_0429,7.49,1.88,7.5,2.6,0,1,1,32.0,False,False
648353f2886c3c0072018e4a,1,Random,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,43.0,True,True
648353f2886c3c0072018e4a,2,Random,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.4,9.8,0,0,0,27.0,True,True
6717d0f52cc5e0a7f13b596a,1,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,0.0,True,True
6717d0f52cc5e0a7f13b596a,3,Control,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.4,9.8,1,1,1,0.0,True,True
6717d0f52cc5e0a7f13b596a,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,11.4,12.9,1,1,1,0.0,True,True
62e7357284e65421d8f8b10f,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.6,10.8,1,1,1,76.0,True,True
62e7357284e65421d8f8b10f,2,Random,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,7.2,7.8,0,1,0,70.0,True,False
62e7357284e65421d8f8b10f,4,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,13.2,14.4,1,1,1,73.0,True,True
62e7357284e65421d8f8b10f,5,Random,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,12.2,10.2,0,1,1,55.0,False,False
677c4ec6bf1d6e16cf3d3055,1,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,1,0,1,0.0,True,False
677c4ec6bf1d6e16cf3d3055,2,Control,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,8.4,11.0,1,1,1,0.0,True,True
677c4ec6bf1d6e16cf3d3055,3,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.8,10.2,1,1,1,0.0,True,True
672f488089b8f59064c010fc,1,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.0,11.0,1,1,1,30.0,True,True
672f488089b8f59064c010fc,3,Random,1,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,7.7,1,0,0,22.0,False,False
672f488089b8f59064c010fc,5,Random,1,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,11.6,8.2,0,1,1,12.0,False,False
6156fef09d1ab07148870099,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,5.6,11.4,1,1,1,20.0,True,True
6156fef09d1ab07148870099,2,Random,0,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,7.8,7.6,0,1,1,33.0,False,False
6156fef09d1ab07148870099,3,Random,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,9.7,0,1,0,20.0,True,False
6156fef09d1ab07148870099,4,Random,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,13.2,11.1,1,0,0,110.0,False,False
577a3dfd92c50c0001c9488f,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,2.9,3.8,1,1,1,52.0,True,True
577a3dfd92c50c0001c9488f,2,Salient-Contrast,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,56.0,True,True
660453c9877e571d12b555f7,1,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,2.9,3.8,1,1,1,72.0,True,True
660453c9877e571d12b555f7,3,Random,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,12.8,14.7,1,1,1,57.0,True,True
660453c9877e571d12b555f7,4,Random,0,NoRedLH1_0612,AllColorsLL1_0526,10.87,6.48,10.0,9.3,0,1,1,13.0,False,False
660453c9877e571d12b555f7,5,Random,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,9.9,6.7,0,1,1,58.0,False,False
665f461d043d90dd77710aa3,1,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,23.0,True,True
665f461d043d90dd77710aa3,2,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.1,12.2,1,1,1,10.0,True,True
5bbb5e3f118c0600013c3202,1,Random,0,AllColorsLL1_0526,OnlyBlueLL_0625,6.48,7.49,8.0,6.7,1,1,0,21.0,False,True
5bbb5e3f118c0600013c3202,2,Random,0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,9.7,9.3,0,0,1,29.0,False,True
63d13d12c35a12dd05922c69,1,Control,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,0.0,True,True
63d13d12c35a12dd05922c69,3,Control,0,AllColorsLH_0617,OnlyBlueLL_0625,9.39,7.49,11.0,6.7,1,0,0,0.0,False,False
63d13d12c35a12dd05922c69,4,Control,0,OnlyBlueLL_0625,AllColorsLH_0617,7.49,9.39,10.2,11.4,1,1,1,0.0,True,True
63d13d12c35a12dd05922c69,5,Control,0,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,10.8,14.7,1,1,1,0.0,True,True
545d347afdf99b7f9fca22c7,1,Same,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,6.7,9.7,1,1,1,71.0,True,True
545d347afdf99b7f9fca22c7,2,Same,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,8.6,12.2,1,1,1,36.0,True,True
545d347afdf99b7f9fca22c7,5,Same,0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,9.5,9.3,0,1,1,34.0,False,False
5ea00d4b1286ee0008405450,2,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,2.9,5.7,1,1,1,0.0,True,True
677299ebbff623812504a11d,1,Control,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.3,8.6,1,1,1,0.0,True,True
677299ebbff623812504a11d,4,Control,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,11.4,11.4,1,1,1,0.0,True,True
677299ebbff623812504a11d,5,Control,1,AllColorsLH_0617,AllColorsLH_0617,9.39,10.87,9.3,9.5,1,1,1,0.0,True,True
662190146ef67bab626e48cb,1,Control,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,3.7,11.0,1,1,1,0.0,True,True
662190146ef67bab626e48cb,3,Control,1,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,7.2,4.9,1,0,0,0.0,False,False
662190146ef67bab626e48cb,5,Control,1,AllColorsLL1_0526,AllColorsLL1_0526,6.48,9.39,2.9,5.7,1,1,1,0.0,True,True
66d9cd06e207a93377f7820e,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,7.6,7.6,1,1,1,31.0,True,True
66d9cd06e207a93377f7820e,2,Salient-Contrast,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,3.8,5.7,1,1,1,28.0,True,True
66d9cd06e207a93377f7820e,4,Salient-Contrast,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.3,7.7,1,0,0,17.0,False,False
66d9cd06e207a93377f7820e,5,Salient-Contrast,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,8.6,10.2,0,1,0,89.0,True,False
5e7987df47422a5443426cd7,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,0.0,True,True
5e7987df47422a5443426cd7,2,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.8,14.7,1,1,1,0.0,True,True
5e7987df47422a5443426cd7,3,Control,0,NoRedLH1_0612,AllColorsLH_0617,10.87,9.39,10.0,8.9,1,0,0,0.0,False,False
5e7987df47422a5443426cd7,4,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.1,1,1,1,0.0,True,True
67a7d4e19fee63cbe222ae02,2,Random,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,8.0,6.5,1,1,0,12.0,False,True
67a7d4e19fee63cbe222ae02,3,Random,0,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,7.7,7.3,1,0,0,22.0,False,False
67a7d4e19fee63cbe222ae02,4,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.1,9.8,1,1,1,13.0,True,True
5f3ade361d75be1c1d974926,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.4,10.4,1,1,1,11.0,True,True
5f0cf299c6db5770064402e1,1,Random,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.3,5.7,0,1,0,53.0,True,False
5f0cf299c6db5770064402e1,2,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.9,7.2,1,1,1,40.0,True,True
5f0cf299c6db5770064402e1,4,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.3,0,0,0,35.0,True,True
5f0cf299c6db5770064402e1,5,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,5.7,9.1,1,1,1,47.0,True,True
66549baded520d79543222a4,1,Salient-Contrast,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.3,9.3,0,0,0,30.0,True,True
66549baded520d79543222a4,3,Salient-Contrast,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,10.9,7.3,0,1,1,42.0,False,False
66549baded520d79543222a4,5,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,5.6,11.4,1,1,1,19.0,True,True
667a9bdad0e1a943ee3d04bb,1,Random,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,8.2,11.9,1,1,1,43.0,True,True
667a9bdad0e1a943ee3d04bb,2,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,0,0,0,11.0,True,True
667a9bdad0e1a943ee3d04bb,3,Random,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.3,1,1,1,22.0,True,True
667a9bdad0e1a943ee3d04bb,5,Random,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,12.2,10.2,0,1,1,17.0,False,False
66a261c8cd2d7a18cbe95b9a,1,Salient-Contrast,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.4,10.4,1,1,1,80.0,True,True
66a261c8cd2d7a18cbe95b9a,2,Salient-Contrast,1,OnlyBlueLH_0706,AllColorsLL1_0526,8.84,6.48,7.8,4.9,0,1,1,15.0,False,False
66a261c8cd2d7a18cbe95b9a,3,Salient-Contrast,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,7.7,9.5,1,1,1,46.0,True,True
67d47bef1b8777e754726be0,4,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,5.6,-3.4,1,0,0,0.0,False,False
67eff0475e43d9a5390ff55e,1,Same,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,9.3,8.9,0,0,1,32.0,False,True
67eff0475e43d9a5390ff55e,2,Same,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.1,9.8,1,1,1,27.0,True,True
67eff0475e43d9a5390ff55e,4,Same,1,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,7.2,4.9,0,1,1,16.0,False,False
67eff0475e43d9a5390ff55e,5,Same,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,11.0,11.4,1,1,1,76.0,True,True
5e89ec793c01b3685a00bb12,1,Same,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,11.9,15.1,1,1,1,94.0,True,True
5e89ec793c01b3685a00bb12,2,Same,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,9.1,8.6,1,0,0,,False,False
5e89ec793c01b3685a00bb12,4,Same,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,6.5,9.9,0,0,0,13.0,True,True
6594bab615de581dcf3c1848,1,Control,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,6.7,9.7,1,1,1,0.0,True,True
6594bab615de581dcf3c1848,2,Control,1,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,7.7,9.5,1,1,1,0.0,True,True
6594bab615de581dcf3c1848,5,Control,1,NoRedLH1_0612,NoRedLH1_0612,10.87,9.39,9.1,5.7,1,0,0,0.0,False,False
5eab170759f5390b776df5a1,1,Control,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,10.9,11.5,1,1,1,0.0,True,True
5eab170759f5390b776df5a1,2,Control,1,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,7.6,8.9,1,1,1,0.0,True,True
5eab170759f5390b776df5a1,3,Control,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,9.1,12.2,1,1,1,0.0,True,True
680d155019b77b986ff85126,1,Same,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.1,4.4,1,0,1,72.0,True,False
680d155019b77b986ff85126,2,Same,0,OnlyGreenLL_0429,OnlyBlueLL_0625,1.88,7.49,5.7,10.2,0,0,0,68.0,True,True
680d155019b77b986ff85126,3,Same,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,8.4,11.0,1,1,1,60.0,True,True
680d155019b77b986ff85126,4,Same,0,AllColorsLH_0617,OnlyBlueLH_0706,9.39,8.84,11.9,11.6,1,0,0,88.0,False,False
680d155019b77b986ff85126,5,Same,0,OnlyBlueLH_0706,OnlyBlueLL_0625,8.84,7.49,10.4,10.4,1,0,1,144.0,True,False
5aea16d3ff24e0000124b803,1,Random,1,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,4.1,4.4,1,0,1,97.0,True,False
5aea16d3ff24e0000124b803,2,Random,1,OnlyGreenLL_0429,AllColorsLL1_0526,1.88,6.48,4.5,11.9,1,1,1,97.0,True,True
5aea16d3ff24e0000124b803,3,Random,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.3,9.3,1,1,1,116.0,True,True
5aea16d3ff24e0000124b803,4,Random,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,10.9,13.4,1,1,1,31.0,True,True
66597efb84cb793eeaa06ef8,1,Control,0,AllColorsLL1_0526,OnlyGreenLL_0429,6.48,1.88,10.9,7.3,1,0,0,0.0,False,False
66597efb84cb793eeaa06ef8,2,Control,0,OnlyGreenLL_0429,AllColorsLH_0617,1.88,9.39,2.6,6.1,1,1,1,0.0,True,True
66597efb84cb793eeaa06ef8,3,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,8.9,10.0,1,1,1,0.0,True,True
66597efb84cb793eeaa06ef8,4,Control,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,9.7,9.7,1,0,1,0.0,True,False
66597efb84cb793eeaa06ef8,5,Control,0,OnlyBlueLL_0625,OnlyBlueLL_0625,7.49,1.88,10.4,2.4,1,0,0,0.0,False,False
66774233add67a4a8e71398e@email.prolific.com,1,Same,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.6,10.8,1,1,1,26.0,True,True
66774233add67a4a8e71398e@email.prolific.com,3,Same,1,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,13.2,14.4,1,1,1,11.0,True,True
6772ed74a16a7086a77e5d6e,1,Salient-Contrast,0,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,4.9,7.8,1,1,1,32.0,True,True
6772ed74a16a7086a77e5d6e,2,Salient-Contrast,0,OnlyBlueLH_0706,AllColorsLH_0617,8.84,9.39,10.4,11.4,0,0,0,33.0,True,True
6772ed74a16a7086a77e5d6e,3,Salient-Contrast,0,OnlyBlueLH_0706,NoRedLH1_0612,8.84,10.87,11.1,14.4,1,1,1,23.0,True,True
5b99663d4cefb60001e7a214,1,Control,0,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,7.6,7.8,1,1,1,0.0,True,True
5b99663d4cefb60001e7a214,2,Control,0,AllColorsLH_0617,NoRedLH1_0612,9.39,10.87,7.8,9.3,1,1,1,0.0,True,True
5b99663d4cefb60001e7a214,3,Control,0,NoRedLH1_0612,OnlyBlueLL_0625,10.87,7.49,10.2,4.7,1,0,0,0.0,False,False
5b99663d4cefb60001e7a214,4,Control,0,OnlyBlueLL_0625,OnlyBlueLH_0706,7.49,8.84,10.4,10.4,1,1,1,0.0,True,True
5b99663d4cefb60001e7a214,5,Control,0,OnlyBlueLH_0706,OnlyBlueLH_0706,8.84,9.39,11.4,11.4,1,1,1,0.0,True,True
59dccd61e75b450001a689b7,1,Control,1,AllColorsLL1_0526,AllColorsLH_0617,6.48,9.39,4.9,7.2,1,1,1,0.0,True,True
59dccd61e75b450001a689b7,4,Control,1,AllColorsLH_0617,AllColorsLL1_0526,9.39,6.48,11.4,5.6,1,0,0,0.0,False,False
59dccd61e75b450001a689b7,5,Control,1,AllColorsLL1_0526,OnlyBlueLH_0706,6.48,8.84,11.9,12.8,1,1,1,0.0,True,True
