user_id,group,trust_the_agent,number_of_choices,number_of_accepts,number_of_correct_choices_mean,number_of_correct_choices_feedback,final_agent_mean_score,final_agent_name,final_agent_rank,final_agent_final_part_score,age,gender,education,familiar_with_AI,evaluate_final_agent,ES_understandable,ES_overwhelming,ES_feedback_contribution,ES_helpful,ES_combined
5caf6864971a7b0012dc7562,Salient-Contrast,0,4,2,4,2,10.87,NoRedLH1_0612,1,11.2,37,1,4,5,3.0,5.0,2.0,4.0,6.0,5.25
5cbe00898f939c0017c0b9d8,Salient-Contrast,0,3,3,2,2,8.84,OnlyBlueLH_0706,3,10.4,59,0,3,4,3.0,5.0,2.0,5.0,5.0,5.25
5d41925ef7b99500012b960e,Random,0,4,1,2,0,9.39,AllColorsLH_0617,2,10.2,47,0,3,4,2.0,1.0,6.0,1.0,1.0,1.25
5d542c3a5af5900019bc80c4,Random,0,5,1,3,3,8.84,OnlyBlueLH_0706,3,10.4,50,1,3,4,2.0,7.0,2.0,3.0,2.0,4.5
5d7fd2a5987f70001602d95b,Random,0,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,49,1,3,4,3.0,6.0,2.0,6.0,6.0,6.0
5d8cef3c28e183001a335ab0,Random,1,2,2,1,2,6.48,AllColorsLL1_0526,5,3.9,38,1,3,2,5.0,2.0,6.0,3.0,5.0,3.0
5da09f733c3367001a72dec6,Random,0,4,4,2,3,7.49,OnlyBlueLL_0625,4,1.7,24,1,4,3,2.0,2.0,3.0,1.0,2.0,2.5
5dbf261c3b89f23ccd3007af,Salient-Contrast,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,38,0,3,2,4.0,6.0,3.0,6.0,6.0,5.75
5dd59fe0a6438056ac397382,Same,0,3,3,2,3,10.87,NoRedLH1_0612,1,11.2,28,1,2,2,4.0,6.0,5.0,5.0,5.0,4.75
5dd671942b033b5ec8bc97b4,Same,0,4,3,2,3,8.84,OnlyBlueLH_0706,3,10.4,26,0,3,5,2.0,2.0,6.0,3.0,2.0,2.25
5ddce9f0f85b50c4fc1515a4,Same,0,5,4,4,5,10.87,NoRedLH1_0612,1,11.2,35,0,6,4,3.0,3.0,3.0,6.0,4.0,4.5
5de30dd39a9da5342d09f2e8,Control,0,1,1,1,0,6.48,AllColorsLL1_0526,5,3.9,51,1,5,6,6.0,,,,,0.0
5de3d4fc1d61c93cd498bb92,Salient-Contrast,1,3,3,3,2,10.87,NoRedLH1_0612,1,11.2,53,0,2,4,4.0,6.0,2.0,6.0,6.0,6.0
5e1829a4388ec910efd56602,Same,0,4,4,2,3,8.84,OnlyBlueLH_0706,3,10.4,25,1,3,3,2.0,5.0,6.0,5.0,7.0,4.75
5e1b795dc799223a3b447ada,Same,1,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,24,0,3,3,6.0,5.0,3.0,6.0,6.0,5.5
5e29cc3230cf9d03580c34bf,Same,0,4,3,4,4,10.87,NoRedLH1_0612,1,11.2,35,0,3,6,2.0,6.0,2.0,7.0,7.0,6.5
5e2ac2aa0038f21089a533a4,Random,0,3,2,2,3,8.84,OnlyBlueLH_0706,3,10.4,46,1,3,6,3.0,5.0,1.0,6.0,7.0,6.25
5e2be3d254c76b227de0b72f,Salient-Contrast,1,3,2,2,2,8.84,OnlyBlueLH_0706,3,10.4,38,1,3,3,3.0,5.0,5.0,3.0,6.0,4.25
5e3723a2c0b2896ad554be73,Salient-Contrast,1,4,2,4,2,10.87,NoRedLH1_0612,1,11.2,48,1,3,4,3.0,5.0,3.0,5.0,5.0,5.0
5e38397719e44f0244389781,Control,0,5,5,2,2,10.87,NoRedLH1_0612,1,11.2,31,0,3,2,1.0,,,,,0.0
5e39e1e2c8aeb01fe7aca4b6,Random,0,4,2,4,4,10.87,NoRedLH1_0612,1,11.2,30,0,3,5,3.0,3.0,4.0,4.0,5.0,4.0
5e3d57c40d3a26000edff2e1,Salient-Contrast,0,5,1,4,3,8.84,OnlyBlueLH_0706,3,10.4,24,0,3,4,2.0,5.0,4.0,2.0,4.0,3.75
5e47a5ae418f6125620ee944,Salient-Contrast,1,4,2,4,3,9.39,AllColorsLH_0617,2,10.2,46,0,3,2,5.0,6.0,2.0,5.0,5.0,5.5
5e5a96f5a2f2c528edf70f6e,Control,0,5,5,3,4,1.88,OnlyGreenLL_0429,6,-8.3,37,1,2,6,1.0,,,,,0.0
5e7987df47422a5443426cd7,Control,0,4,4,3,3,9.39,AllColorsLH_0617,2,10.2,21,1,3,4,2.0,,,,,0.0
5e7b6486b704ac034e3f01c8,Salient-Contrast,0,2,1,2,2,7.49,OnlyBlueLL_0625,4,1.7,39,0,3,4,1.0,7.0,1.0,7.0,7.0,7.0
5e7d2f16e863ba0d96dc610f,Same,0,4,4,3,4,9.39,AllColorsLH_0617,2,10.2,30,0,2,5,1.0,6.0,5.0,3.0,6.0,4.5
5e89ec793c01b3685a00bb12,Same,0,3,2,1,1,8.84,OnlyBlueLH_0706,3,10.4,46,0,3,4,5.0,3.0,3.0,4.0,4.0,4.0
5ea00d4b1286ee0008405450,Control,0,1,1,1,1,6.48,AllColorsLL1_0526,5,3.9,60,1,6,4,4.0,,,,,0.0
5ea1dc176205ad0c7c941ca1,Random,0,4,2,1,1,8.84,OnlyBlueLH_0706,3,10.4,50,0,3,3,2.0,4.0,5.0,3.0,3.0,3.25
5ea97d9c3593b80714388e3d,Control,0,5,5,3,4,7.49,OnlyBlueLL_0625,4,1.7,30,0,3,4,2.0,,,,,0.0
5eab170759f5390b776df5a1,Control,1,3,3,3,3,9.39,AllColorsLH_0617,2,10.2,34,1,3,4,4.0,,,,,0.0
5eac3c1950fecd25d2d6d5ed,Control,1,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,46,0,2,7,3.0,,,,,0.0
5eaec18fbb7b8901200d16dd,Control,1,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,52,0,2,4,3.0,,,,,0.0
5eaecb0824839e59ed3523eb,Random,0,3,3,3,3,10.87,NoRedLH1_0612,1,11.2,40,0,4,4,2.0,6.0,1.0,4.0,6.0,5.75
5ecd36302b4d3c05d4cc1ba2,Salient-Contrast,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,57,1,3,2,3.0,5.0,4.0,5.0,6.0,5.0
5ee5defbfe74a3000d106f51,Random,0,3,2,1,1,7.49,OnlyBlueLL_0625,4,1.7,33,0,3,4,3.0,2.0,6.0,4.0,5.0,3.25
5eea9efc609f0d1ad38199bd,Same,1,4,4,3,3,9.39,AllColorsLH_0617,2,10.2,56,1,2,2,3.0,5.0,5.0,5.0,5.0,4.5
5f048fdc0aea5b0ae3215fc9,Control,0,2,2,1,1,1.88,OnlyGreenLL_0429,6,-8.3,68,1,2,4,4.0,,,,,0.0
5f0c86cbe4af1361b7158f3e,Control,0,2,2,2,2,7.49,OnlyBlueLL_0625,4,1.7,44,0,4,4,2.0,,,,,0.0
5f0cf299c6db5770064402e1,Random,1,4,2,3,2,10.87,NoRedLH1_0612,1,11.2,24,1,3,4,6.0,6.0,2.0,6.0,5.0,5.75
5f149a954d733b51cc1175d2,Salient-Contrast,1,2,2,1,1,7.49,OnlyBlueLL_0625,4,1.7,27,1,3,5,5.0,5.0,5.0,3.0,3.0,3.5
5f2f8574ff256b37b1970220,Same,0,4,4,3,4,10.87,NoRedLH1_0612,1,11.2,50,1,6,5,3.0,3.0,2.0,7.0,6.0,5.5
5f3ade361d75be1c1d974926,Salient-Contrast,0,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,22,1,4,4,5.0,4.0,7.0,5.0,6.0,4.0
5f51947ba90f9b3ea1d2fe61,Random,0,3,3,3,3,10.87,NoRedLH1_0612,1,11.2,43,0,2,4,3.0,7.0,1.0,7.0,7.0,7.0
5f57be602095072bb238a7ab,Control,0,3,3,2,3,9.39,AllColorsLH_0617,2,10.2,48,1,2,4,3.0,,,,,0.0
5f5de7ba9a3ef664001fe837,Random,1,5,0,0,0,6.48,AllColorsLL1_0526,5,3.9,38,1,2,2,6.0,1.0,7.0,1.0,1.0,1.0
5f61023f891bb903b975dbee,Same,0,3,1,1,1,9.39,AllColorsLH_0617,2,10.2,41,1,2,4,2.0,3.0,6.0,2.0,2.0,2.25
5f6660dbdd831c230e132024,Random,0,5,1,1,1,9.39,AllColorsLH_0617,2,10.2,47,0,2,4,2.0,5.0,2.0,5.0,5.0,5.25
5f68fe5be5cc370c0a0911de,Control,0,4,4,2,2,7.49,OnlyBlueLL_0625,4,1.7,37,1,4,2,5.0,,,,,0.0
5f720be956c0ef0dc307426f,Same,0,3,3,3,3,10.87,NoRedLH1_0612,1,11.2,31,1,2,4,1.0,5.0,4.0,6.0,6.0,5.25
5f818c9c145bf623caf8d14b,Random,0,3,3,2,2,6.48,AllColorsLL1_0526,5,3.9,30,1,5,3,3.0,5.0,2.0,6.0,6.0,5.75
5f98099d48060d0450394002,Salient-Contrast,0,2,2,1,1,8.84,OnlyBlueLH_0706,3,10.4,53,0,3,4,2.0,5.0,4.0,6.0,6.0,5.25
5fb551ccab996500099ab1aa,Random,0,3,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,37,0,3,4,2.0,1.0,7.0,2.0,1.0,1.25
5fc59271971cc91189a1bdf0,Random,1,4,3,4,4,10.87,NoRedLH1_0612,1,11.2,43,0,1,4,2.0,3.0,1.0,7.0,7.0,6.0
5fc5b8714f337d14db11f49c,Salient-Contrast,0,2,1,2,0,7.49,OnlyBlueLL_0625,4,1.7,31,1,6,3,2.0,3.0,5.0,5.0,3.0,3.5
5fec594488f057dbd3bdec07,Same,1,3,2,2,2,10.87,NoRedLH1_0612,1,11.2,28,1,2,4,7.0,7.0,5.0,6.0,7.0,5.75
6007421356226920359b5f3e,Same,0,4,2,4,4,10.87,NoRedLH1_0612,1,11.2,34,0,3,4,2.0,4.0,3.0,3.0,4.0,4.0
602d1d984787306b190f0b43,Same,0,1,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,43,0,3,4,3.0,5.0,5.0,5.0,6.0,4.75
603b9be389c6cf7d0dd74fd1,Control,1,5,5,3,3,1.88,OnlyGreenLL_0429,6,-8.3,38,0,2,4,1.0,,,,,0.0
604a4755d62e5590404b5426,Salient-Contrast,0,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,43,0,2,4,3.0,3.0,6.0,2.0,2.0,2.25
605fbc12c61d8d10250f6e51,Same,1,4,4,3,4,10.87,NoRedLH1_0612,1,11.2,29,2,2,4,2.0,5.0,3.0,6.0,6.0,5.5
6065f9d75bd3321f0bafa750,Control,0,4,4,3,4,6.48,AllColorsLL1_0526,5,3.9,35,0,3,4,2.0,,,,,0.0
607864ca34af93e712224f01,Control,0,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,30,1,4,4,3.0,,,,,0.0
6078b4ad9006e4f6572dde97,Control,0,4,4,3,3,9.39,AllColorsLH_0617,2,10.2,28,0,2,4,2.0,,,,,0.0
609ab94f178ec843226336a7,Control,1,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,54,0,2,4,7.0,,,,,0.0
60b3950b9a1de417d37bb8d2,Salient-Contrast,1,3,3,2,2,9.39,AllColorsLH_0617,2,10.2,33,0,3,2,5.0,6.0,3.0,4.0,6.0,5.25
60e526b8c0bb71dce32c3166,Salient-Contrast,0,5,2,4,4,9.39,AllColorsLH_0617,2,10.2,46,1,3,4,2.0,1.0,2.0,1.0,2.0,2.5
60fd310fff5b2600c9d95554,Random,0,4,3,4,4,10.87,NoRedLH1_0612,1,11.2,32,1,2,4,3.0,6.0,2.0,4.0,5.0,5.25
60ff1f78061fc7decaf31f11,Random,0,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,22,0,4,6,3.0,5.0,4.0,4.0,5.0,4.5
6100105892a2248ae5d48498,Random,0,5,2,3,3,8.84,OnlyBlueLH_0706,3,10.4,30,1,3,4,4.0,6.0,1.0,6.0,7.0,6.5
6100906e671b8294f9ea93d8,Control,1,5,5,3,3,9.39,AllColorsLH_0617,2,10.2,31,1,5,4,6.0,,,,,0.0
6108d2066bcc43df291c93f7,Control,0,5,5,2,4,1.88,OnlyGreenLL_0429,6,-8.3,32,1,3,2,3.0,,,,,0.0
6112bab70c61f8247ee7e228,Control,1,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,61,0,2,3,4.0,,,,,0.0
6128279b17af1258eba39ada,Control,1,2,2,1,1,6.48,AllColorsLL1_0526,5,3.9,32,1,2,2,6.0,,,,,0.0
613e495d5991ed54f860fe9d,Random,0,3,2,3,2,10.87,NoRedLH1_0612,1,11.2,47,0,5,4,2.0,5.0,3.0,2.0,6.0,4.5
6144b21806fb764e5f179bc2,Salient-Contrast,1,4,2,3,2,10.87,NoRedLH1_0612,1,11.2,57,0,4,1,7.0,7.0,7.0,7.0,7.0,5.5
614e848825ae648282115670,Same,1,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,30,1,4,5,7.0,7.0,6.0,6.0,6.0,5.25
61523aaa256db1e1d5a6f734,Control,1,3,3,2,3,8.84,OnlyBlueLH_0706,3,10.4,63,0,2,3,2.0,,,,,0.0
6156fef09d1ab07148870099,Random,0,4,2,3,2,8.84,OnlyBlueLH_0706,3,10.4,48,1,3,4,2.0,6.0,2.0,6.0,6.0,6.0
615838a2d65d6be56cc96091,Salient-Contrast,1,2,1,1,1,9.39,AllColorsLH_0617,2,10.2,58,0,2,2,4.0,7.0,1.0,7.0,7.0,7.0
616446c54ec10a56f2070911,Same,0,3,2,2,3,8.84,OnlyBlueLH_0706,3,10.4,46,1,4,4,3.0,5.0,4.0,4.0,5.0,4.5
61705235c277934df17055e6,Random,0,2,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,50,0,2,4,3.0,7.0,1.0,7.0,7.0,7.0
617323e630f3fa36361cb35b,Same,1,2,1,0,0,1.88,OnlyGreenLL_0429,6,-8.3,55,1,2,4,4.0,7.0,1.0,7.0,7.0,7.0
62029a55ef1cb18a1337c61a,Salient-Contrast,0,3,2,3,3,10.87,NoRedLH1_0612,1,11.2,27,0,4,4,3.0,7.0,1.0,7.0,7.0,7.0
62a4c0b7a811ed5b57009081,Same,0,2,1,1,2,8.84,OnlyBlueLH_0706,3,10.4,41,0,3,4,3.0,6.0,3.0,6.0,6.0,5.75
62b0a3fa60084743d22ad31c,Random,1,3,2,2,3,8.84,OnlyBlueLH_0706,3,10.4,35,1,2,3,4.0,4.0,3.0,4.0,2.0,3.75
62b5da77688feb883eba275d,Control,0,4,4,3,4,9.39,AllColorsLH_0617,2,10.2,53,0,2,4,3.0,,,,,0.0
62ceeffea6d9872b4adeee6f,Same,1,4,2,4,4,9.39,AllColorsLH_0617,2,10.2,25,0,2,4,4.0,6.0,3.0,6.0,6.0,5.75
62e7357284e65421d8f8b10f,Random,0,4,2,4,3,10.87,NoRedLH1_0612,1,11.2,67,0,3,4,2.0,1.0,6.0,4.0,5.0,3.0
62ff3d3ee03b44e79bb2d479,Salient-Contrast,0,3,1,3,3,8.84,OnlyBlueLH_0706,3,10.4,34,0,6,6,3.0,5.0,3.0,6.0,7.0,5.75
63038a4810d4751896ffcd01,Control,0,2,2,2,2,9.39,AllColorsLH_0617,2,10.2,33,1,3,2,3.0,,,,,0.0
6314c1e76c3f71e2127f1976,Control,0,2,2,1,2,9.39,AllColorsLH_0617,2,10.2,44,0,2,4,2.0,,,,,0.0
63469a362ae94cb99d4fd99a,Control,0,3,3,2,3,9.39,AllColorsLH_0617,2,10.2,29,0,2,4,1.0,,,,,0.0
63469da3cef76cc5b3523b97,Salient-Contrast,1,2,2,2,1,9.39,AllColorsLH_0617,2,10.2,33,1,3,4,5.0,6.0,1.0,6.0,4.0,5.75
634d7250f674c11a71d1b88e,Random,0,4,2,4,3,10.87,NoRedLH1_0612,1,11.2,45,0,2,4,3.0,7.0,1.0,6.0,7.0,6.75
63af557b3d4f219c3226b7d6,Salient-Contrast,0,4,3,3,1,9.39,AllColorsLH_0617,2,10.2,51,1,3,2,3.0,5.0,6.0,3.0,3.0,3.25
63beebaa4c5884797ff00a98,Same,1,5,3,2,2,9.39,AllColorsLH_0617,2,10.2,74,1,2,2,4.0,4.0,2.0,4.0,4.0,4.5
63d13d12c35a12dd05922c69,Control,0,4,4,3,3,7.49,OnlyBlueLL_0625,4,1.7,28,1,4,5,1.0,,,,,0.0
63d16bb09fbf6b74afb1a010,Random,0,2,1,1,1,9.39,AllColorsLH_0617,2,10.2,48,0,3,3,5.0,6.0,4.0,5.0,6.0,5.25
63ed50df25d0ea08696b393f,Salient-Contrast,1,2,1,1,0,9.39,AllColorsLH_0617,2,10.2,49,0,3,5,6.0,3.0,5.0,3.0,3.0,3.0
6400f14b24ac2b910c9f2d93,Salient-Contrast,0,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,48,0,3,4,2.0,5.0,5.0,5.0,5.0,4.5
64137cf15dfe79e9ff198054,Salient-Contrast,0,1,0,0,0,6.48,AllColorsLL1_0526,5,3.9,21,0,2,3,3.0,5.0,6.0,5.0,4.0,4.0
6413a8ae4d8739dd77933117,Same,0,3,1,2,2,9.39,AllColorsLH_0617,2,10.2,45,0,2,4,2.0,1.0,7.0,1.0,1.0,1.0
641a43f78351cc4fefe31190,Same,0,2,1,2,2,9.39,AllColorsLH_0617,2,10.2,50,1,3,4,3.0,6.0,1.0,6.0,5.0,6.0
6426cfe964863ee2ff26642f,Random,0,4,3,3,2,8.84,OnlyBlueLH_0706,3,10.4,32,0,3,5,5.0,3.0,3.0,6.0,6.0,5.0
648353f2886c3c0072018e4a,Random,1,2,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,54,1,3,3,5.0,6.0,5.0,5.0,6.0,5.0
649ed52c6deb05c245aa42db,Control,0,5,5,3,4,8.84,OnlyBlueLH_0706,3,10.4,35,0,3,5,1.0,,,,,0.0
64d901edd0bcbd2cf64d560f,Control,1,2,2,1,1,6.48,AllColorsLL1_0526,5,3.9,52,0,4,4,7.0,,,,,0.0
64f9db6943940e98c173b596,Random,1,4,3,3,3,10.87,NoRedLH1_0612,1,11.2,53,3,3,3,5.0,6.0,2.0,6.0,6.0,6.0
6501f7c274092e1270832a17,Same,0,5,5,3,5,9.39,AllColorsLH_0617,2,10.2,49,0,2,5,2.0,7.0,1.0,7.0,7.0,7.0
650c3f3a36d72f87324d708f,Salient-Contrast,1,4,3,3,3,8.84,OnlyBlueLH_0706,3,10.4,55,1,3,5,3.0,6.0,2.0,6.0,7.0,6.25
653e666cc034dbb89a5b83ce,Random,0,4,2,2,3,8.84,OnlyBlueLH_0706,3,10.4,41,0,3,3,2.0,4.0,6.0,2.0,4.0,3.0
6544fd514964fea23051c3b7,Random,0,3,3,1,1,6.48,AllColorsLL1_0526,5,3.9,38,0,3,4,3.0,3.0,6.0,3.0,3.0,2.75
654e37a130d94b47675dcebe,Salient-Contrast,0,4,2,4,3,10.87,NoRedLH1_0612,1,11.2,35,0,3,4,2.0,6.0,2.0,5.0,6.0,5.75
655b901b23209ae4a194a402,Random,1,5,5,3,4,10.87,NoRedLH1_0612,1,11.2,58,1,3,3,2.0,6.0,2.0,7.0,6.0,6.25
655e1678dd2c966d4754ecb4,Salient-Contrast,0,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,24,0,2,4,3.0,6.0,3.0,5.0,7.0,5.75
65654bb65a81489784483bf0,Same,0,2,1,2,2,10.87,NoRedLH1_0612,1,11.2,33,1,2,5,5.0,6.0,4.0,6.0,6.0,5.5
6578943bda60b06de1ba4628,Salient-Contrast,1,5,3,4,3,10.87,NoRedLH1_0612,1,11.2,26,1,3,5,5.0,4.0,1.0,1.0,4.0,4.0
6594bab615de581dcf3c1848,Control,1,3,3,2,2,8.84,OnlyBlueLH_0706,3,10.4,49,1,3,3,3.0,,,,,0.0
6595d2e18750476cd41774f6,Control,1,1,1,1,1,6.48,AllColorsLL1_0526,5,3.9,35,0,3,5,5.0,,,,,0.0
65b92135e296f28cb1a093c3,Salient-Contrast,0,2,1,1,1,8.84,OnlyBlueLH_0706,3,10.4,67,0,3,3,3.0,6.0,2.0,6.0,6.0,6.0
65cd90916d6c5ca9f796e9a3,Salient-Contrast,1,2,2,2,2,10.87,NoRedLH1_0612,1,11.2,38,1,3,4,3.0,7.0,1.0,7.0,7.0,7.0
65f0f44f1cae5992a2cc2c8b,Salient-Contrast,1,5,2,5,5,10.87,NoRedLH1_0612,1,11.2,44,0,6,5,2.0,7.0,1.0,3.0,6.0,5.75
660453c9877e571d12b555f7,Random,0,4,2,4,4,10.87,NoRedLH1_0612,1,11.2,39,0,3,5,7.0,7.0,2.0,6.0,6.0,6.25
