user_id,similarity_level,Trust_the_agent,number_of_choices,number_of_accepts,number_of_good_choices,number_of_good_choices_last,number_of_improved_choices,final_improved,final_agent_score,final_agent_name,max_feedback_score,final_agent_final_part_score,user_performance,age,gender,education,familiarity_with_AI,evaluate_AI,AI_1,SS_1,AI_2,SS_2,AI_3,SS_3,AI_4,SS_4,AI_5,SS_5
5b99663d4cefb60001e7a214,0,0,5,5,4,4,5,1,7.49,OnlyBlueLL_0625,,1.7,13.1,49,1,2,4,3.0,4,,3,,6,,2,,6,
5bb62f1a3e969700019bd44d,1,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,2.0,11.2,13.8,44,0,3,4,2.0,5,7,5,7,7,2,5,7,5,6
5bbb5e3f118c0600013c3202,3,0,2,1,1,1,2,1,7.49,OnlyBlueLL_0625,2.0,1.7,8.6,39,1,5,6,1.0,4,5,5,7,5,7,2,4,6,5
5be9e07b887ea400012b46e6,3,0,3,2,3,3,3,1,10.87,NoRedLH1_0612,6.0,11.2,13.0,38,1,3,4,3.0,4,3,5,7,6,5,5,2,5,3
5c2b9ce5b337310001996c05,1,0,4,3,3,3,2,1,9.39,AllColorsLH_0617,4.0,10.2,0.0,38,0,2,4,2.0,6,7,5,7,7,1,1,6,6,7
5c4d8d706b23ab0001a34af2,3,0,3,2,3,2,1,1,10.87,NoRedLH1_0612,13.0,11.2,9.3,30,1,2,4,2.0,3,6,5,7,6,2,5,3,2,6
5c59baa95e09ea00015521d9,2,0,4,3,2,3,2,1,8.84,OnlyBlueLH_0706,3.0,10.4,13.2,36,1,3,5,1.0,6,3,6,7,7,6,2,4,6,4
5c5d36bc034e280001644c3b,2,1,1,1,1,1,1,1,8.84,OnlyBlueLH_0706,0.0,10.4,,57,1,6,3,7.0,4,5,6,7,5,4,6,5,4,5
5c849a40a869d400179ab427,3,0,3,1,2,2,3,1,8.84,OnlyBlueLH_0706,1.0,10.4,13.0,25,3,2,2,3.0,3,5,2,7,3,4,1,5,4,6
5c91fad394f7e600172f9d4a,0,0,5,5,3,2,3,0,6.48,AllColorsLL1_0526,,3.9,13.6,48,1,3,4,3.0,5,,6,,6,,4,,4,
5caf6864971a7b0012dc7562,2,0,4,2,4,2,4,1,10.87,NoRedLH1_0612,2.0,11.2,12.6,37,1,4,5,3.0,6,5,7,7,7,2,7,4,6,6
5cbe00898f939c0017c0b9d8,2,0,3,3,2,2,3,1,8.84,OnlyBlueLH_0706,2.0,10.4,12.7,59,0,3,4,3.0,7,5,7,7,7,2,1,5,7,5
5d41925ef7b99500012b960e,3,0,4,1,2,0,4,1,9.39,AllColorsLH_0617,2.0,10.2,13.8,47,0,3,4,2.0,6,1,6,7,7,6,3,1,5,1
5d542c3a5af5900019bc80c4,3,0,5,1,3,3,4,1,8.84,OnlyBlueLH_0706,1.0,10.4,14.1,50,1,3,4,2.0,5,7,6,7,6,2,4,3,5,2
5d7fd2a5987f70001602d95b,3,0,2,2,2,2,2,1,10.87,NoRedLH1_0612,2.0,11.2,13.2,49,1,3,4,3.0,6,6,6,7,6,2,4,6,4,6
5d8cef3c28e183001a335ab0,3,1,2,2,1,2,1,0,6.48,AllColorsLL1_0526,2.0,3.9,,38,1,3,2,5.0,2,2,4,7,2,6,6,3,1,5
5da09f733c3367001a72dec6,3,0,4,4,2,3,0,1,7.49,OnlyBlueLL_0625,12.0,1.7,13.3,24,1,4,3,2.0,6,2,6,7,6,3,6,1,6,2
5dbf261c3b89f23ccd3007af,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,1.0,10.2,9.5,38,0,3,2,4.0,1,6,1,7,4,3,7,6,4,6
5dd59fe0a6438056ac397382,1,0,3,3,2,3,3,1,10.87,NoRedLH1_0612,8.0,11.2,9.3,28,1,2,2,4.0,1,6,1,7,1,5,4,5,1,5
5dd671942b033b5ec8bc97b4,1,0,4,3,2,3,4,1,8.84,OnlyBlueLH_0706,7.0,10.4,14.3,26,0,3,5,2.0,4,2,5,7,7,6,4,3,4,2
5ddce9f0f85b50c4fc1515a4,1,0,5,4,4,5,2,1,10.87,NoRedLH1_0612,14.0,11.2,14.2,35,0,6,4,3.0,4,3,5,7,5,3,6,6,5,4
5de30dd39a9da5342d09f2e8,0,0,5,5,5,4,5,1,8.84,OnlyBlueLH_0706,,10.4,13.6,51,1,5,6,6.0,1,,1,,3,,7,,1,
5de3d4fc1d61c93cd498bb92,2,1,3,3,3,2,3,1,10.87,NoRedLH1_0612,1.0,11.2,,53,0,2,4,4.0,5,6,6,7,7,2,4,6,5,6
5e1829a4388ec910efd56602,1,0,4,4,2,3,4,1,8.84,OnlyBlueLH_0706,2.0,10.4,13.2,25,1,3,3,2.0,4,5,4,7,5,6,4,5,4,7
5e1b795dc799223a3b447ada,1,1,1,1,1,1,1,1,8.84,OnlyBlueLH_0706,1.0,10.4,,24,0,3,3,6.0,5,5,6,7,6,3,3,6,7,6
5e29cc3230cf9d03580c34bf,1,0,4,3,4,4,3,1,10.87,NoRedLH1_0612,4.0,11.2,13.4,35,0,3,6,2.0,6,6,6,7,7,2,2,7,6,7
5e2ac2aa0038f21089a533a4,3,0,3,2,2,3,3,1,8.84,OnlyBlueLH_0706,7.0,10.4,12.6,46,1,3,6,3.0,4,5,4,7,6,1,5,6,4,7
5e2be3d254c76b227de0b72f,2,1,3,2,2,2,3,1,8.84,OnlyBlueLH_0706,4.0,10.4,,38,1,3,3,3.0,5,5,5,7,6,5,5,3,5,6
5e3723a2c0b2896ad554be73,2,1,4,2,4,2,1,1,10.87,NoRedLH1_0612,4.0,11.2,,48,1,3,4,3.0,6,5,6,7,7,3,3,5,5,5
5e38397719e44f0244389781,0,0,5,5,2,2,3,1,10.87,NoRedLH1_0612,,11.2,14.2,31,0,3,2,1.0,6,,6,,6,,4,,6,
5e39e1e2c8aeb01fe7aca4b6,3,0,4,2,4,4,2,1,10.87,NoRedLH1_0612,4.0,11.2,12.8,30,0,3,5,3.0,5,3,5,7,6,4,3,4,5,5
5e3d57c40d3a26000edff2e1,2,0,5,1,4,3,1,1,8.84,OnlyBlueLH_0706,2.0,10.4,13.4,24,0,3,4,2.0,4,5,3,7,5,4,1,2,6,4
5e47a5ae418f6125620ee944,2,1,4,2,4,3,2,1,9.39,AllColorsLH_0617,4.0,10.2,,46,0,3,2,5.0,5,6,5,7,5,2,2,5,5,5
5e5a96f5a2f2c528edf70f6e,0,0,5,5,3,4,3,-1,1.88,OnlyGreenLL_0429,,-8.3,13.4,37,1,2,6,1.0,5,,6,,7,,7,,4,
5e7987df47422a5443426cd7,0,0,5,5,4,4,5,1,9.39,AllColorsLH_0617,,10.2,13.0,21,1,3,4,2.0,6,,6,,6,,3,,6,
5e7b6486b704ac034e3f01c8,2,0,2,1,2,2,0,1,7.49,OnlyBlueLL_0625,1.0,1.7,9.2,39,0,3,4,1.0,7,7,7,7,7,1,1,7,7,7
5e7d2f16e863ba0d96dc610f,1,0,4,4,3,4,4,1,9.39,AllColorsLH_0617,8.0,10.2,13.2,30,0,2,5,1.0,5,6,7,7,7,5,4,3,4,6
5e89ec793c01b3685a00bb12,1,0,3,2,1,1,3,1,8.84,OnlyBlueLH_0706,6.0,10.4,14.4,46,0,3,4,5.0,6,3,6,7,7,3,4,4,5,4
5ea00d4b1286ee0008405450,0,0,5,5,5,5,4,1,9.39,AllColorsLH_0617,,10.2,14.0,60,1,6,4,4.0,5,,5,,6,,4,,4,
5ea1dc176205ad0c7c941ca1,3,0,4,2,1,1,2,1,8.84,OnlyBlueLH_0706,3.0,10.4,13.4,50,0,3,3,2.0,5,4,5,7,5,5,5,3,5,3
5ea97d9c3593b80714388e3d,0,0,5,5,3,4,4,1,7.49,OnlyBlueLL_0625,,1.7,13.3,30,0,3,4,2.0,3,,3,,6,,7,,1,
5eab170759f5390b776df5a1,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,34,1,3,4,4.0,7,,7,,7,,1,,7,
5eac3c1950fecd25d2d6d5ed,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,46,0,2,7,3.0,7,,7,,7,,1,,7,
5eaec18fbb7b8901200d16dd,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,52,0,2,4,3.0,2,,1,,2,,2,,2,
5eaecb0824839e59ed3523eb,3,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,3.0,11.2,14.5,40,0,4,4,2.0,5,6,6,7,7,1,1,4,6,6
5ecd36302b4d3c05d4cc1ba2,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,6.0,10.2,12.7,57,1,3,2,3.0,5,5,5,7,6,4,3,5,5,6
5ee5defbfe74a3000d106f51,3,0,3,2,1,1,1,1,7.49,OnlyBlueLL_0625,5.0,1.7,8.6,33,0,3,4,3.0,5,2,6,7,6,6,4,4,6,5
5eea9efc609f0d1ad38199bd,1,1,4,4,3,3,3,1,9.39,AllColorsLH_0617,1.0,10.2,,56,1,2,2,3.0,5,5,3,7,6,5,3,5,5,5
5f048fdc0aea5b0ae3215fc9,0,0,5,5,4,4,-1,-1,1.88,OnlyGreenLL_0429,,-8.3,13.9,68,1,2,4,4.0,5,,4,,5,,5,,4,
5f0c86cbe4af1361b7158f3e,0,0,5,5,5,5,5,1,8.84,OnlyBlueLH_0706,,10.4,13.3,44,0,4,4,2.0,7,,5,,7,,5,,6,
5f0cf299c6db5770064402e1,3,1,4,2,3,2,2,1,10.87,NoRedLH1_0612,10.0,11.2,,24,1,3,4,6.0,6,6,2,7,7,2,3,6,5,5
5f149a954d733b51cc1175d2,2,1,2,2,1,1,0,1,7.49,OnlyBlueLL_0625,1.0,1.7,,27,1,3,5,5.0,6,5,6,7,7,5,3,3,6,3
5f2f8574ff256b37b1970220,1,0,4,4,3,4,4,1,10.87,NoRedLH1_0612,1.0,11.2,13.5,50,1,6,5,3.0,7,3,7,7,7,2,1,7,7,6
5f3ade361d75be1c1d974926,2,0,1,1,1,1,1,1,8.84,OnlyBlueLH_0706,1.0,10.4,11.9,22,1,4,4,5.0,3,4,5,7,5,7,3,5,4,6
5f51947ba90f9b3ea1d2fe61,3,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,1.0,11.2,14.5,43,0,2,4,3.0,5,7,5,7,7,1,5,7,5,7
5f57be602095072bb238a7ab,0,0,5,5,4,5,5,1,9.39,AllColorsLH_0617,,10.2,7.1,48,1,2,4,3.0,4,,4,,7,,3,,5,
5f5de7ba9a3ef664001fe837,3,1,5,0,0,0,5,0,6.48,AllColorsLL1_0526,4.0,3.9,,38,1,2,2,6.0,4,1,6,7,6,7,7,1,1,1
5f61023f891bb903b975dbee,1,0,3,1,1,1,3,1,9.39,AllColorsLH_0617,4.0,10.2,12.8,41,1,2,4,2.0,6,3,6,7,7,6,5,2,6,2
5f6660dbdd831c230e132024,3,0,5,1,1,1,5,1,9.39,AllColorsLH_0617,4.0,10.2,14.3,47,0,2,4,2.0,5,5,6,7,7,2,7,5,5,5
5f68fe5be5cc370c0a0911de,0,0,5,5,3,3,0,1,7.49,OnlyBlueLL_0625,,1.7,8.3,37,1,4,2,5.0,3,,2,,2,,6,,5,
5f720be956c0ef0dc307426f,1,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,1.0,11.2,13.9,31,1,2,4,1.0,5,5,7,7,6,4,4,6,5,6
5f818c9c145bf623caf8d14b,3,0,3,3,2,2,2,0,6.48,AllColorsLL1_0526,5.0,3.9,13.1,30,1,5,3,3.0,1,5,1,7,5,2,1,6,4,6
5f98099d48060d0450394002,2,0,2,2,1,1,2,1,8.84,OnlyBlueLH_0706,5.0,10.4,9.0,53,0,3,4,2.0,6,5,6,7,7,4,5,6,6,6
5fb551ccab996500099ab1aa,3,0,3,1,1,1,3,1,8.84,OnlyBlueLH_0706,1.0,10.4,13.3,37,0,3,4,2.0,6,1,6,7,6,7,2,2,6,1
5fc59271971cc91189a1bdf0,3,1,4,3,4,4,4,1,10.87,NoRedLH1_0612,1.0,11.2,,43,0,1,4,2.0,5,3,5,7,7,1,6,7,6,7
5fc5b8714f337d14db11f49c,2,0,2,1,2,0,0,1,7.49,OnlyBlueLL_0625,8.0,1.7,14.4,31,1,6,3,2.0,5,3,5,7,6,5,6,5,4,3
5fec594488f057dbd3bdec07,1,1,3,2,2,2,3,1,10.87,NoRedLH1_0612,4.0,11.2,,28,1,2,4,7.0,7,7,7,7,7,5,1,6,7,7
6007421356226920359b5f3e,1,0,4,2,4,4,3,1,10.87,NoRedLH1_0612,1.0,11.2,14.3,34,0,3,4,2.0,5,4,6,7,6,3,2,3,5,4
602d1d984787306b190f0b43,1,0,1,1,1,1,1,1,8.84,OnlyBlueLH_0706,1.0,10.4,14.4,43,0,3,4,3.0,5,5,2,7,6,5,3,5,5,6
603b9be389c6cf7d0dd74fd1,0,1,5,5,3,3,2,-1,1.88,OnlyGreenLL_0429,,-8.3,,38,0,2,4,1.0,5,,6,,7,,2,,5,
604a4755d62e5590404b5426,2,0,2,2,2,2,2,1,10.87,NoRedLH1_0612,2.0,11.2,13.6,43,0,2,4,3.0,7,3,7,7,7,6,5,2,6,2
605fbc12c61d8d10250f6e51,1,1,4,4,3,4,3,1,10.87,NoRedLH1_0612,4.0,11.2,,29,2,2,4,2.0,4,5,4,7,5,3,3,6,4,6
6065f9d75bd3321f0bafa750,0,0,5,5,4,5,1,0,6.48,AllColorsLL1_0526,,3.9,13.4,35,0,3,4,2.0,7,,7,,7,,7,,7,
607864ca34af93e712224f01,0,0,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,13.4,30,1,4,4,3.0,1,,1,,1,,4,,4,
6078b4ad9006e4f6572dde97,0,0,5,5,4,4,5,1,9.39,AllColorsLH_0617,,10.2,14.4,28,0,2,4,2.0,1,,1,,3,,7,,1,
609ab94f178ec843226336a7,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,54,0,2,4,7.0,5,,6,,7,,5,,6,
60b3950b9a1de417d37bb8d2,2,1,3,3,2,2,3,1,9.39,AllColorsLH_0617,2.0,10.2,,33,0,3,2,5.0,6,6,5,7,6,3,6,4,6,6
60e526b8c0bb71dce32c3166,2,0,5,2,4,4,4,1,9.39,AllColorsLH_0617,5.0,10.2,12.4,46,1,3,4,2.0,5,1,6,7,7,2,1,1,5,2
60fd310fff5b2600c9d95554,3,0,4,3,4,4,3,1,10.87,NoRedLH1_0612,1.0,11.2,14.2,32,1,2,4,3.0,4,6,4,7,6,2,5,4,4,5
60ff1f78061fc7decaf31f11,3,0,3,2,3,3,2,1,10.87,NoRedLH1_0612,1.0,11.2,13.4,22,0,4,6,3.0,5,5,5,7,5,4,6,4,6,5
6100105892a2248ae5d48498,3,0,5,2,3,3,3,1,8.84,OnlyBlueLH_0706,5.0,10.4,13.2,30,1,3,4,4.0,5,6,6,7,7,1,3,6,6,7
6100906e671b8294f9ea93d8,0,1,5,5,3,3,5,1,9.39,AllColorsLH_0617,,10.2,,31,1,5,4,6.0,5,,5,,5,,6,,3,
6108d2066bcc43df291c93f7,0,0,5,5,2,4,1,-1,1.88,OnlyGreenLL_0429,,-8.3,13.4,32,1,3,2,3.0,5,,2,,6,,5,,5,
6112bab70c61f8247ee7e228,0,1,4,4,4,4,4,1,9.39,AllColorsLH_0617,,10.2,,61,0,2,3,4.0,6,,6,,6,,6,,6,
6128279b17af1258eba39ada,0,1,5,5,4,4,4,1,8.84,OnlyBlueLH_0706,,10.4,,32,1,2,2,6.0,4,,2,,6,,6,,5,
613e495d5991ed54f860fe9d,3,0,3,2,3,2,1,1,10.87,NoRedLH1_0612,11.0,11.2,14.4,47,0,5,4,2.0,5,5,6,7,6,3,2,2,6,6
6144b21806fb764e5f179bc2,2,1,4,2,3,2,4,1,10.87,NoRedLH1_0612,2.0,11.2,,57,0,4,1,7.0,7,7,4,7,7,7,1,7,7,7
614e848825ae648282115670,1,1,3,2,3,3,2,1,10.87,NoRedLH1_0612,1.0,11.2,,30,1,4,5,7.0,6,7,6,7,6,6,4,6,6,6
61523aaa256db1e1d5a6f734,0,1,5,5,4,5,5,1,8.84,OnlyBlueLH_0706,,10.4,,63,0,2,3,2.0,5,,5,,6,,4,,4,
6156fef09d1ab07148870099,3,0,4,2,3,2,3,1,8.84,OnlyBlueLH_0706,7.0,10.4,14.5,48,1,3,4,2.0,5,6,5,7,6,2,4,6,4,6
615838a2d65d6be56cc96091,2,1,2,1,1,1,2,1,9.39,AllColorsLH_0617,3.0,10.2,,58,0,2,2,4.0,3,7,3,7,4,1,6,7,3,7
616446c54ec10a56f2070911,1,0,3,2,2,3,3,1,8.84,OnlyBlueLH_0706,3.0,10.4,14.3,46,1,4,4,3.0,5,5,5,7,5,4,4,4,4,5
61705235c277934df17055e6,3,0,2,1,1,1,2,1,8.84,OnlyBlueLH_0706,1.0,10.4,12.8,50,0,2,4,3.0,7,7,7,7,7,1,1,7,7,7
617323e630f3fa36361cb35b,1,1,2,1,0,0,0,-1,1.88,OnlyGreenLL_0429,1.0,-8.3,,55,1,2,4,4.0,4,7,4,7,7,1,3,7,4,7
62029a55ef1cb18a1337c61a,2,0,3,2,3,3,3,1,10.87,NoRedLH1_0612,1.0,11.2,13.4,27,0,4,4,3.0,7,7,7,7,7,1,1,7,7,7
62a4c0b7a811ed5b57009081,1,0,2,1,1,2,2,1,8.84,OnlyBlueLH_0706,1.0,10.4,14.5,41,0,3,4,3.0,5,6,5,7,6,3,4,6,4,6
62b0a3fa60084743d22ad31c,3,1,3,2,2,3,2,1,8.84,OnlyBlueLH_0706,4.0,10.4,,35,1,2,3,4.0,5,4,5,7,7,3,5,4,5,2
62b5da77688feb883eba275d,0,0,5,5,4,5,5,1,9.39,AllColorsLH_0617,,10.2,14.4,53,0,2,4,3.0,7,,7,,7,,4,,7,
62ceeffea6d9872b4adeee6f,1,1,4,2,4,4,2,1,9.39,AllColorsLH_0617,1.0,10.2,,25,0,2,4,4.0,2,6,5,7,3,3,4,6,4,6
62e7357284e65421d8f8b10f,3,0,4,2,4,3,4,1,10.87,NoRedLH1_0612,2.0,11.2,13.2,67,0,3,4,2.0,6,1,6,7,6,6,4,4,5,5
62ff3d3ee03b44e79bb2d479,2,0,3,1,3,3,2,1,8.84,OnlyBlueLH_0706,1.0,10.4,9.3,34,0,6,6,3.0,6,5,5,7,7,3,2,6,6,7
63038a4810d4751896ffcd01,0,0,5,5,5,5,4,1,9.39,AllColorsLH_0617,,10.2,13.4,33,1,3,2,3.0,4,,5,,6,,4,,5,
6314c1e76c3f71e2127f1976,0,0,5,5,4,5,3,1,9.39,AllColorsLH_0617,,10.2,14.2,44,0,2,4,2.0,1,,2,,6,,7,,2,
63222311994c6e4c35bb2a55,0,1,5,5,5,5,0,0,6.48,AllColorsLL1_0526,,3.9,,56,0,3,5,5.0,7,,7,,7,,2,,7,
63469a362ae94cb99d4fd99a,0,0,5,5,4,5,5,1,10.87,NoRedLH1_0612,,11.2,12.7,29,0,2,4,1.0,1,,1,,2,,7,,1,
63469da3cef76cc5b3523b97,2,1,2,2,2,1,2,1,9.39,AllColorsLH_0617,1.0,10.2,,33,1,3,4,5.0,5,6,5,7,5,1,2,6,5,4
634d7250f674c11a71d1b88e,3,0,4,2,4,3,2,1,10.87,NoRedLH1_0612,2.0,11.2,9.5,45,0,2,4,3.0,5,7,6,7,6,1,3,6,5,7
63af557b3d4f219c3226b7d6,2,0,4,3,3,1,2,1,9.39,AllColorsLH_0617,4.0,10.2,13.0,51,1,3,2,3.0,6,5,6,7,6,6,5,3,6,3
63beebaa4c5884797ff00a98,1,1,5,3,2,2,3,1,9.39,AllColorsLH_0617,8.0,10.2,,74,1,2,2,4.0,2,4,2,7,3,2,4,4,3,4
63d13d12c35a12dd05922c69,0,0,5,5,4,3,5,1,7.49,OnlyBlueLL_0625,,1.7,13.4,28,1,4,5,1.0,6,,6,,7,,3,,6,
63d16bb09fbf6b74afb1a010,3,0,2,1,1,1,2,1,9.39,AllColorsLH_0617,2.0,10.2,14.3,48,0,3,3,5.0,5,6,5,7,5,4,5,5,5,6
63ed50df25d0ea08696b393f,2,1,2,1,1,0,2,1,9.39,AllColorsLH_0617,1.0,10.2,,49,0,3,5,6.0,5,3,6,7,6,5,6,3,3,3
6400f14b24ac2b910c9f2d93,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,1.0,10.2,13.2,48,0,3,4,2.0,4,5,5,7,6,5,5,5,4,5
64137cf15dfe79e9ff198054,2,0,1,0,0,0,1,0,6.48,AllColorsLL1_0526,1.0,3.9,2.7,21,0,2,3,3.0,5,5,5,7,5,6,6,5,5,4
6413a8ae4d8739dd77933117,1,0,3,1,2,2,1,1,9.39,AllColorsLH_0617,4.0,10.2,13.8,45,0,2,4,2.0,5,1,5,7,5,7,2,1,4,1
641a43f78351cc4fefe31190,1,0,2,1,2,2,2,1,9.39,AllColorsLH_0617,4.0,10.2,12.7,50,1,3,4,3.0,4,6,4,7,4,1,4,6,4,5
6426cfe964863ee2ff26642f,3,0,4,3,3,2,2,1,8.84,OnlyBlueLH_0706,1.0,10.4,13.3,32,0,3,5,5.0,6,3,6,7,5,3,6,6,7,6
648353f2886c3c0072018e4a,3,1,2,1,1,1,2,1,8.84,OnlyBlueLH_0706,5.0,10.4,,54,1,3,3,5.0,5,6,3,7,5,5,5,5,4,6
649ed52c6deb05c245aa42db,0,0,5,5,3,4,5,1,8.84,OnlyBlueLH_0706,,10.4,13.5,35,0,3,5,1.0,5,,5,,4,,4,,5,
64d901edd0bcbd2cf64d560f,0,1,5,5,4,4,0,0,6.48,AllColorsLL1_0526,,3.9,,52,0,4,4,7.0,6,,5,,6,,6,,5,
