StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q196,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,agent_level,bonus_group
2025-08-18 06:28:28,2025-08-18 06:29:11,IP Address,73.216.140.193,8,42,False,2025-08-18 07:28:30,R_6TXPEk4IjpWJrq1,,,,,37.7886,-79.4548,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,6.847,7.742,9,2,I confirm my participation in the study,66562875b665d8e2b1b6fc66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6816511189,,1,66562875b665d8e2b1b6fc66,,
2025-08-18 06:28:23,2025-08-18 06:47:56,IP Address,82.44.18.16,65,1172,False,2025-08-18 07:28:30,R_2TuyUZHzrwherWV,,,,,54.9749,-1.6451,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,3.004,4.56,5.316,2,I confirm my participation in the study,622bb4f79c52ad04bb91e752,24.493,113.269,113.782,17,7.5,14.552,15.49,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,25.057,442.632,443.369,5,,4242,,,,,,,,,,,,11.376,50.49,53.356,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9501964712,,2,622bb4f79c52ad04bb91e752,,
2025-08-18 06:30:15,2025-08-18 07:01:46,IP Address,86.172.124.247,54,1891,False,2025-08-18 07:30:17,R_2pLJtRhscxJ7aJb,,,,,52.4241,-1.8404,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1080x1920,4.311,4.311,13.748,1,I confirm my participation in the study,6883a8504728f57551e8c82b,0,0,402.449,0,0,0,11.242,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,0.049,480.919,483.53,5,,4242,,,,,,,,,,,,0,0,523.518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7964805913,,4,6883a8504728f57551e8c82b,,
2025-08-18 06:30:41,2025-08-18 06:40:19,IP Address,98.14.27.86,50,577,False,2025-08-18 07:30:43,R_7p8WL9OkPlRBVWB,,,,,41.3944,-74.3332,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,8.762,8.762,9.987,1,I confirm my participation in the study,63bc0a007b1c348dff56b59d,0,0,80.513,0,0,0,29.375,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,17.235,173.086,175.467,2,,4242,,0,0,8.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7727439723,,0,63bc0a007b1c348dff56b59d,,
2025-08-18 06:42:22,2025-08-18 07:41:27,IP Address,81.101.161.7,15,3545,False,2025-08-18 07:42:25,R_8CqCv5I27t2TqBb,,,,,51.2796,-0.8337,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.784,1.784,11.102,1,I confirm my participation in the study,5e9aff02f4a78b1a1fe7fc3c,23.165,23.165,23.521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276651884,,3,5e9aff02f4a78b1a1fe7fc3c,,
2025-08-18 06:43:00,2025-08-18 06:50:15,IP Address,150.228.9.134,19,434,False,2025-08-18 07:43:03,R_8QFX1THdkpNmBrZ,,,,,51.5081,-0.1278,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1098x618,17.79,19.839,21.168,2,I confirm my participation in the study,59a3b1a35fd74b0001abf9c1,255.255,375.863,377.395,6,13.651,13.651,15.522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275738076,,4,59a3b1a35fd74b0001abf9c1,,
2025-08-18 06:48:37,2025-08-18 06:50:21,IP Address,82.10.204.151,21,104,False,2025-08-18 07:48:58,R_2EihK8SUVo1WMTd,,,,,53.4096,-2.9792,anonymous,EN,Firefox,141.0,Windows NT 10.0,1920x1080,1.162,1.162,1.911,1,I confirm my participation in the study,5bbe9a9570f8df0001c13f11,0,0,52.196,0,15.431,15.431,19.909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290364472,,4,5bbe9a9570f8df0001c13f11,,
2025-08-18 06:49:31,2025-08-18 07:32:06,IP Address,86.167.177.71,65,2554,False,2025-08-18 07:49:35,R_2tFl5jzEykP9QIN,,,,,50.7168,-2.4342,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1084.28,1085.944,1087.008,2,I confirm my participation in the study,5a9949f035237b00011286a6,0,0,397.918,0,0,0,17.33,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,19.651,784.666,786.931,4,,4242,,,,,,,,,,,,0,0,31.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699478177,,2,5a9949f035237b00011286a6,,
2025-08-18 07:32:28,2025-08-18 08:03:29,IP Address,120.154.80.76,100,1861,True,2025-08-18 08:03:30,R_9CxCv7dZGS8Ayqt,,,,,-34.0464,150.7336,anonymous,EN,Chrome,138.0.0.0,Macintosh,1440x900,2.437,2.437,4.138,1,I confirm my participation in the study,5e52a8ee0033f9000b01e91b,0,0,36.265,0,10.235,10.235,14.946,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,18.118,1232.465,1235.065,2,,4242,,,,,,,,,,,,0,0,21.273,0,,3.864,215.739,217.634,2,APPL3,5.865,7.197,20.26,2,I will play myself,I feel like the AI agent takes some routes that don't make logical sense,1.932,57.705,59.074,2,2322,1.527,22.869,23.675,10,29,M,Australia,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,6,4. Neither agree nor disagree,,,1377517526,,3,5e52a8ee0033f9000b01e91b,APPL3,2322
2025-08-18 08:07:33,2025-08-18 08:32:14,IP Address,172.59.184.14,100,1480,True,2025-08-18 08:32:14,R_1RVT2ps2q3qJ3BT,,,,,41.8835,-87.6305,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,10.52,10.52,12.424,1,I confirm my participation in the study,66b4d2ee1ac8c5e9060a6930,0,0,197.331,0,0,0,17.247,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,14.839,245.06,254.073,2,,4242,,,,,,,,,,,,0,0,63.929,0,,3.501,698.877,700.658,2,APPL3,11.544,12.352,31.94,2,I will let the AI agent play,"I had trouble with the left and right while playing. I wasted many moves. ",,,,,,1.152,30.68,31.47,11,42,F,United states,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,6,4. Neither agree nor disagree,None,,4415358720,,3,66b4d2ee1ac8c5e9060a6930,APPL3,APPL3
2025-08-18 08:19:54,2025-08-18 08:32:18,IP Address,140.141.161.117,100,743,True,2025-08-18 08:32:19,R_3duvbEHkJA5eCGh,,,,,40.5656,-89.6251,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,2.439,2.439,3.51,1,I confirm my participation in the study,5d332957d0635b00013bd785,13.841,15.535,21.091,2,11.233,11.233,12.215,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,9.183,133.424,134.463,3,,4242,,,,,,,,,,,,11.159,16.667,18.015,2,,2.416,296.51,298.021,3,APPL3,2.876,3.814,25.256,2,I will let the AI agent play,"I think the AI agent is good enough at the game compared to me. ",,,,,,1.277,52.557,56.595,21,30,M,United states,,Other:,Associate degree,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,6,7. Strongly agree,2,6,,,6049214504,,3,5d332957d0635b00013bd785,APPL3,APPL3
2025-08-18 08:18:34,2025-08-18 08:33:05,IP Address,68.50.139.120,100,870,True,2025-08-18 08:33:05,R_13TxwplKVHAJULg,,,,,39.6648,-85.9939,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,9.259,9.259,12.585,1,I confirm my participation in the study,6095e6bff657f30496a59d0e,0,0,50.907,0,0,0,14.869,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,18.479,149.597,150.939,2,,4242,,,,,,,,,,,,0,0,25.16,0,,4.754,384.821,387.5,3,APPL3,11.186,25.212,28.231,4,I will play myself,I am not confident that the AI would make the best decisions,1.958,59.491,61.583,4,2323,1.019,24.505,25.136,11,30,F,United states,,Master level academic education,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,7. Strongly agree,3,,,2593395424,,2,6095e6bff657f30496a59d0e,APPL3,2323
2025-08-18 08:19:37,2025-08-18 08:34:42,IP Address,172.91.192.97,100,905,True,2025-08-18 08:34:43,R_62tYRtiI4hkbNLA,,,,,34.3975,-118.5568,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,8.945,8.945,10.891,1,I confirm my participation in the study,6643a8837540ee80f2d5be45,0,0,54.643,0,0,0,16.8,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,14.527,297.886,300.398,2,,4242,,0,0,32.6,0,,3.493,343.856,348.389,2,APPL3,,,,,,,,,,,12.34,13.838,21.939,2,I will let the AI agent play,I would like to see what the AI does,,,,,,2.455,28.919,30.201,11,57,F,United states,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,5,6,4. Neither agree nor disagree,4. Neither agree nor disagree,thank you ;),,6198355706,,0,6643a8837540ee80f2d5be45,APPL3,APPL3
2025-08-18 08:23:49,2025-08-18 08:37:20,IP Address,81.178.109.182,100,810,True,2025-08-18 08:37:20,R_2llZXJylXMyoZjm,,,,,52.4165,-1.9656,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,3.426,3.426,8.804,1,I confirm my participation in the study,663fc7f72fe5d2acae3176f2,61.023,64.401,92.751,3,7.92,24.982,26.596,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,7.456,154.908,156.406,4,,4242,,,,,,,,,,,,0,0,38.584,0,,2.258,308.168,309.65,3,APPL2,14.898,15.555,26.11,2,I will play myself,I think I am more controlled at getting the right balls..,1.543,27.234,27.9,2,2322,1.045,24.939,25.881,16,27,Other,United Kingdom,,Master level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",5,6,7. Strongly agree,3,5,,,8852195171,,4,663fc7f72fe5d2acae3176f2,APPL2,2322
2025-08-18 08:21:49,2025-08-18 08:37:31,IP Address,209.93.31.80,100,942,True,2025-08-18 08:37:32,R_8p8PgqGfX2WzIEP,,,,,51.4674,-0.3556,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,4.745,4.745,5.408,1,I confirm my participation in the study,5e0a8de6b6385332d7cae588,0,0,53.854,0,0,0,16.27,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.521,108.677,110.245,2,,4242,,,,,,,,,,,,0,0,66.821,0,,4.329,500.904,503.384,2,APPL3,6.369,7.024,15.219,2,I will play myself,i think i will player better than the ai,1.696,31.39,33.076,3,2322,0.9,21.756,22.377,13,21,M,United Kingdom,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,6,4. Neither agree nor disagree,5,,,2382109589,,1,5e0a8de6b6385332d7cae588,APPL3,2322
2025-08-18 08:21:19,2025-08-18 08:39:30,IP Address,86.150.60.139,100,1091,True,2025-08-18 08:39:31,R_2qEpST00JmUFnud,,,,,51.4236,-0.9554,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,3.295,3.295,4.415,1,I confirm my participation in the study,5adb9688e0feeb0001ca9622,0,0,103.592,0,0,0,15.184,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.583,397.778,401.267,2,,4242,,,,,,,,,,,,0,0,34.964,0,,3.744,271.677,274.267,2,APPL3,7.851,8.845,14.197,2,I will play myself,I think I can do it better,1.449,23.829,25.435,2,2321,0.929,27.121,27.818,12,36,F,United Kingdom,,"PhD, MD, or other doctoral degree",,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,4. Neither agree nor disagree,4. Neither agree nor disagree,3,5,,,1632227556,,3,5adb9688e0feeb0001ca9622,APPL3,2321
2025-08-18 08:30:12,2025-08-18 08:39:41,IP Address,90.254.214.155,100,569,True,2025-08-18 08:39:42,R_8FX4IRA3cR4hEM9,,,,,51.4193,-0.3306,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,2.965,3.808,4.601,2,I confirm my participation in the study,651c1d7524852e9f9d614ce3,20.338,31.837,32.86,3,4.486,4.486,8.696,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,12.066,102.677,105.993,3,,4242,,21.43,31.22,31.71,2,,4.802,196.469,200.543,4,APPL2,,,,,,,,,,,4.576,20.224,21.463,4,I will play myself,i prefer to play myself,2.243,23.056,26.239,2,2321,1.655,21.733,24.207,14,53,M,United Kingdom,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,5,1. Strongly disagree,,,4846270774,,0,651c1d7524852e9f9d614ce3,APPL2,2321
2025-08-18 08:22:43,2025-08-18 08:39:55,IP Address,68.43.88.177,100,1032,True,2025-08-18 08:39:56,R_5IWDyhLLpl7S2AE,,,,,42.5836,-83.4989,anonymous,EN,Chrome,138.0.0.0,Macintosh,1440x900,4.535,5.7,6.238,2,I confirm my participation in the study,679007d689cfa2445155da14,0,0,70.87,0,0,0,26.429,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,22.835,144.177,146.517,2,,4242,,,,,,,,,,,,0,0,36.354,0,,4.202,461.998,463.234,2,APPL1,2.228,10.259,21.333,2,I will play myself,I have more brain power,3.916,69.241,70.712,3,2321,1.052,30.971,31.739,13,20,M,United states,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",6,6,7. Strongly agree,5,5,"forgot about lava being -3, thought it was -.01 . Could've done better one the independent game.",,3202859158,,3,679007d689cfa2445155da14,APPL1,2321
2025-08-18 08:27:03,2025-08-18 08:42:47,IP Address,173.206.105.22,100,944,True,2025-08-18 08:42:47,R_1e3jRf6egyHUMhG,,,,,43.6653,-79.4343,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,47.272,47.987,49.17,2,I confirm my participation in the study,67be04f9cae8554d5724b744,0,0,51.123,0,0,0,9.095,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,15.019,135.513,138.471,2,,4242,,0.697,0.697,208.397,1,,4.703,317.119,318.972,2,APPL2,,,,,,,,,,,3.779,11.395,25.164,4,I will let the AI agent play,I believe the agent is strong and makes just as much hiccups as I do,,,,,,1.574,23.882,25.04,12,23,F,Canada,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,6,5,5,4. Neither agree nor disagree,,,9988426860,,0,67be04f9cae8554d5724b744,APPL2,APPL2
2025-08-18 08:24:07,2025-08-18 08:44:54,IP Address,92.40.216.255,100,1247,True,2025-08-18 08:44:56,R_2LIFt4G1gf0Offs,,,,,52.4867,-1.8989,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1300x730,2.469,2.469,3.487,1,I confirm my participation in the study,665c651563503064d1dbba1b,0,0,76.4,0,15.413,20.532,23.099,7,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,29.586,383.041,387.078,2,,4242,,8.248,13.878,25.63,13,,4.1,10.257,15.134,2,APPL2,,,,,,,,,,,2.663,21.395,46.87,22,I will play myself,I trust myself more than the AI considering prior to training it was far below optimal across all tasks.,9.295,60.856,63.882,3,2322,1.976,41.77,42.7,14,25,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,3,,,7161360239,,0,665c651563503064d1dbba1b,APPL2,2322
2025-08-18 08:30:27,2025-08-18 08:45:13,IP Address,130.63.48.217,100,886,True,2025-08-18 08:45:14,R_5wQm0QwZlxbYrE5,,,,,43.6882,-79.4539,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,0.929,0.929,3.244,1,I confirm my participation in the study,5a5e3821acc75b00017a9158,0,0,47.548,0,0,0,10.726,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,25.142,197.12,199.418,4,,4242,,,,,,,,,,,,14.812,14.812,62.981,1,,2.435,409.19,409.991,2,APPL2,3.652,14.084,14.468,7,I will play myself,The AI still makes mistakes so I'd rather make the choices myself,1.324,23.942,24.217,4,2323,1.03,17.118,18.619,11,31,F,Canada,,Bachelor level academic education,,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,5,6,4. Neither agree nor disagree,4. Neither agree nor disagree,,,8905779229,,4,5a5e3821acc75b00017a9158,APPL2,2323
2025-08-18 08:17:45,2025-08-18 08:45:20,IP Address,81.105.139.168,100,1654,True,2025-08-18 08:45:21,R_2dWKlrIXNquPcmp,,,,,55.8309,-4.2143,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1200,9.925,9.925,12.663,1,I confirm my participation in the study,67cdb9db623de444e19e6fe6,0,0,125.454,0,0,0,59.421,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,66.34,605.939,608.509,2,,4242,,,,,,,,,,,,0,0,106.275,0,,5.045,324.876,327.967,2,APPL2,9.683,100.77,101.773,3,I will play myself,I'm finding this quite a difficult task and I am likely to do better on my own I think.,1.997,51.613,54.168,2,2323,1.121,25.8,27.771,11,56,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,6,4. Neither agree nor disagree,5,,,2361596013,,4,67cdb9db623de444e19e6fe6,APPL2,2323
2025-08-18 08:19:53,2025-08-18 08:45:47,IP Address,82.132.215.221,100,1553,True,2025-08-18 08:45:48,R_2hbidT0bzLfkDN1,,,,,51.4643,-0.0119,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,2416x1019,15.096,21.63,23.487,2,I confirm my participation in the study,641384b3dffcf39ec42d3c23,0,0,112.842,0,41.599,41.599,46.106,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,52.401,284.571,289.572,2,,4242,,,,,,,,,,,,0,0,60.844,0,,6.72,657.703,660.193,2,APPL3,12.649,37.091,37.538,3,I will let the AI agent play,im interested to see if i taught the agent anything,,,,,,1.834,35.648,36.398,10,50,M,United Kingdom,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",7. Strongly agree,7. Strongly agree,7. Strongly agree,1. Strongly disagree,7. Strongly agree,,,7136535037,,3,641384b3dffcf39ec42d3c23,APPL3,APPL3
2025-08-18 08:19:23,2025-08-18 08:46:11,IP Address,109.151.35.147,100,1608,True,2025-08-18 08:46:12,R_2R1H1tFKU7l7aXT,,,,,51.1189,-0.0818,anonymous,EN,Chrome,131.0.0.0,Windows NT 10.0,1280x720,12.828,19.16,29.212,3,I confirm my participation in the study,67aa691b6df91bf4fdf516b4,92.956,245.176,246.934,26,7.008,40.612,41.894,8,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,10.516,503.531,506.735,7,,4242,,,,,,,,,,,,3.121,3.935,5.872,2,,8.202,175.375,178.025,2,APPL1,5.494,24.969,26.282,4,I will let the AI agent play,The AI did a good job.,,,,,,1.824,25.051,31.042,15,27,M,United Kingdom,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",6,6,6,2,6,,,5936077866,,4,67aa691b6df91bf4fdf516b4,APPL1,APPL1
2025-08-18 08:31:57,2025-08-18 08:48:27,IP Address,100.6.88.205,100,990,True,2025-08-18 08:48:28,R_7CPW0gGejEBMqtJ,,,,,40.3323,-80.0806,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1536x864,9.233,9.233,10.879,1,I confirm my participation in the study,58a5cf959e040a0001399f07,0,0,99.552,0,0,0,12.789,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,30.876,110.228,111.687,2,,4242,,,,,,,,,,,,0,0,90.56,0,,2.081,466.474,467.42,2,APPL3,17.275,18.098,37.885,2,I will let the AI agent play,"The AI seemed to do really well the last two rounds, so I feel confident it can do a good job in subsequent rounds.",,,,,,1.867,26.252,27.471,11,33,F,United states,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",2,2,4. Neither agree nor disagree,5,3,,,4946601640,,2,58a5cf959e040a0001399f07,APPL3,APPL3
2025-08-18 08:35:55,2025-08-18 08:49:02,IP Address,92.24.213.85,100,786,True,2025-08-18 08:49:02,R_80tWn6lUbLPhomg,,,,,51.504,-0.3609,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,8.59,8.59,9.32,1,I confirm my participation in the study,5e3ddcf95556b204cb143eab,0,0,76.48,0,0,0,17.374,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,6.44,198.246,202.112,2,,4242,,0,0,22.432,0,,1.722,270.793,272.773,2,APPL3,,,,,,,,,,,3.516,6.286,7.352,2,I will play myself,,3.67,50.674,54.92,2,2322,1.067,16.307,17.275,10,31,F,United Kingdom,,Master level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",3,4. Neither agree nor disagree,4. Neither agree nor disagree,5,4. Neither agree nor disagree,,,9370304172,,0,5e3ddcf95556b204cb143eab,APPL3,2322
2025-08-18 08:20:03,2025-08-18 08:49:34,IP Address,86.179.25.148,100,1770,True,2025-08-18 08:49:35,R_8SBlihNci65XkEZ,,,,,51.753,-0.3256,anonymous,EN,Chrome,139.0.0.0,Macintosh,1280x800,5.589,5.589,8.047,1,I confirm my participation in the study,67607e34fb2abbf20ec24851,0,0,161.136,0,0,0,55.136,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,33.262,248.462,251.682,2,,4242,,0,0,149.222,0,,4.879,522.166,524.568,2,APPL3,,,,,,,,,,,57.669,58.469,75.958,2,I will play myself,I think the AI agent makes too many mistakes so I would rather control it myself.,2.059,70.526,72.711,2,2323,1.37,24.502,25.726,13,42,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,7. Strongly agree,4. Neither agree nor disagree,5,I really enjoyed this study and hope that my work can help train AI agents better!,,5467690409,,0,67607e34fb2abbf20ec24851,APPL3,2323
2025-08-18 08:35:38,2025-08-18 08:49:53,IP Address,62.49.103.77,100,854,True,2025-08-18 08:49:53,R_2jv2Sk8WV4m6s05,,,,,51.4615,-0.1409,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,3.939,3.939,4.961,1,I confirm my participation in the study,5a7226d9f660ae0001a9a547,0,0,60.476,0,0,0,21.517,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,9.433,140.318,143.388,2,,4242,,,,,,,,,,,,0,0,8.984,0,,2.155,422.692,424.209,2,APPL1,4.229,5.231,12.334,2,I will play myself,"I think I would be able to do it best ",0.822,25.101,26.743,4,2321,3.25,21.316,22.071,14,26,F,United Kingdom,,8-12 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",4. Neither agree nor disagree,4. Neither agree nor disagree,7. Strongly agree,1. Strongly disagree,7. Strongly agree,,,5206445479,,1,5a7226d9f660ae0001a9a547,APPL1,2321
2025-08-18 08:25:42,2025-08-18 08:50:02,IP Address,165.166.117.68,100,1460,True,2025-08-18 08:50:02,R_1b3rTCPzzNsNn6I,,,,,31.5171,-97.1198,anonymous,EN,Chrome,135.0.0.0,Macintosh,1470x956,1.533,1.533,3.195,1,I confirm my participation in the study,6787af1aae2fd79b72583f09,0,0,26.284,0,0,0,22.598,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,12.904,284.292,287.236,2,,4242,,,,,,,,,,,,0,0,3.713,0,,1.998,817.337,819.689,2,APPL2,6.459,7.967,42.512,2,I will play myself,the ia agent is a hit or miss where most times mistakes are done than not.,1.866,59.113,60.54,2,2323,3.11,42.945,46.72,15,19,F,United states,,8-12 years,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",3,5,6,5,5,,,7721231574,,4,6787af1aae2fd79b72583f09,APPL2,2323
2025-08-18 08:22:01,2025-08-18 08:51:37,IP Address,86.143.123.235,100,1776,True,2025-08-18 08:51:38,R_8mfc64RFMfyuCOd,,,,,51.528,0.4211,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,8.859,8.859,10.32,1,I confirm my participation in the study,665a1158d75699007466a154,0,0,67.488,0,0,0,17.817,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,37.717,675.654,680.483,2,,4242,,,,,,,,,,,,0,0,54.029,0,,8.373,444.91,452.689,2,APPL2,8.53,53.571,64.101,3,I will play myself,"Its more fun and requires more thought to make my own decisions in this game, rather than controlling the avatar, .",4.682,61.579,67.55,2,2322,1.994,50.898,51.813,11,54,F,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,7. Strongly agree,5,4. Neither agree nor disagree,"Great study, really interesting and thought-provoking, good luck with all your research!",,2226904399,,2,665a1158d75699007466a154,APPL2,2322
2025-08-18 08:31:50,2025-08-18 08:52:12,IP Address,2.126.76.133,100,1221,True,2025-08-18 08:52:12,R_2KTQwh4s3B9bBBf,,,,,52.9696,-1.3159,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1280x800,2.167,2.167,3.418,1,I confirm my participation in the study,6658b2c33d4c39023821ce21,0,0,46.13,0,0,0,7.997,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,106.15,510.918,515.215,2,,4242,,,,,,,,,,,,0,0,50.157,0,,2.403,381.17,383.962,2,APPL3,2.893,4.478,34.728,2,I will play myself,I believe that the ai will choose lava or red ball by mistake,1.856,28.947,30.85,2,2323,2.888,58.808,60.523,11,21,Other,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",1. Strongly disagree,2,2,5,2,,,6415134489,,1,6658b2c33d4c39023821ce21,APPL3,2323
