user_id,similarity_level,Trust_the_agent,number_of_choices,number_of_accepts,number_of_good_choices,number_of_good_choices_last,number_of_improved_choices,final_improved,final_agent_score,final_agent_name,max_feedback_score,final_agent_final_part_score,user_performance,age,gender,education,familiarity_with_AI,evaluate_AI,AI_1,SS_1,AI_2,SS_2,AI_3,SS_3,AI_4,SS_4,AI_5,SS_5
5ddce9f0f85b50c4fc1515a4,1,0,5,4,4,5,2,1,10.87,NoRedLH1_0612,14,11.2,14.2,35,0,6,4,3,4,3,5,7,5,3,6,6,5,4
5de3d4fc1d61c93cd498bb92,2,1,3,3,3,2,3,1,10.87,NoRedLH1_0612,1,11.2,,53,0,2,4,4,5,6,6,7,7,2,4,6,5,6
5e29cc3230cf9d03580c34bf,1,0,4,3,4,4,3,1,10.87,NoRedLH1_0612,4,11.2,13.4,35,0,3,6,2,6,6,6,7,7,2,2,7,6,7
5e3723a2c0b2896ad554be73,2,1,4,2,4,2,1,1,10.87,NoRedLH1_0612,4,11.2,,48,1,3,4,3,6,5,6,7,7,3,3,5,5,5
5e38397719e44f0244389781,0,0,5,5,2,2,3,1,10.87,NoRedLH1_0612,,11.2,14.2,31,0,3,2,1,6,,6,,6,,4,,6,
5e39e1e2c8aeb01fe7aca4b6,3,0,4,2,4,4,2,1,10.87,NoRedLH1_0612,4,11.2,12.8,30,0,3,5,3,5,3,5,7,6,4,3,4,5,5
5e47a5ae418f6125620ee944,2,1,4,2,4,3,2,1,9.39,AllColorsLH_0617,4,10.2,,46,0,3,2,5,5,6,5,7,5,2,2,5,5,5
5e7987df47422a5443426cd7,0,0,5,5,4,4,5,1,9.39,AllColorsLH_0617,,10.2,13,21,1,3,4,2,6,,6,,6,,3,,6,
5e7d2f16e863ba0d96dc610f,1,0,4,4,3,4,4,1,9.39,AllColorsLH_0617,8,10.2,13.2,30,0,2,5,1,5,6,7,7,7,5,4,3,4,6
5ea00d4b1286ee0008405450,0,0,5,5,5,5,4,1,9.39,AllColorsLH_0617,,10.2,14,60,1,6,4,4,5,,5,,6,,4,,4,
5eab170759f5390b776df5a1,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,34,1,3,4,4,7,,7,,7,,1,,7,
5eac3c1950fecd25d2d6d5ed,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,46,0,2,7,3,7,,7,,7,,1,,7,
5eaec18fbb7b8901200d16dd,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,52,0,2,4,3,2,,1,,2,,2,,2,
5eaecb0824839e59ed3523eb,3,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,3,11.2,14.5,40,0,4,4,2,5,6,6,7,7,1,1,4,6,6
5ecd36302b4d3c05d4cc1ba2,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,6,10.2,12.7,57,1,3,2,3,5,5,5,7,6,4,3,5,5,6
5eea9efc609f0d1ad38199bd,1,1,4,4,3,3,3,1,9.39,AllColorsLH_0617,1,10.2,,56,1,2,2,3,5,5,3,7,6,5,3,5,5,5
5f0cf299c6db5770064402e1,3,1,4,2,3,2,2,1,10.87,NoRedLH1_0612,10,11.2,,24,1,3,4,6,6,6,2,7,7,2,3,6,5,5
5f2f8574ff256b37b1970220,1,0,4,4,3,4,4,1,10.87,NoRedLH1_0612,1,11.2,13.5,50,1,6,5,3,7,3,7,7,7,2,1,7,7,6
5f51947ba90f9b3ea1d2fe61,3,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,1,11.2,14.5,43,0,2,4,3,5,7,5,7,7,1,5,7,5,7
5f57be602095072bb238a7ab,0,0,5,5,4,5,5,1,9.39,AllColorsLH_0617,,10.2,7.1,48,1,2,4,3,4,,4,,7,,3,,5,
5f61023f891bb903b975dbee,1,0,3,1,1,1,3,1,9.39,AllColorsLH_0617,4,10.2,12.8,41,1,2,4,2,6,3,6,7,7,6,5,2,6,2
5f6660dbdd831c230e132024,3,0,5,1,1,1,5,1,9.39,AllColorsLH_0617,4,10.2,14.3,47,0,2,4,2,5,5,6,7,7,2,7,5,5,5
5f720be956c0ef0dc307426f,1,0,3,3,3,3,3,1,10.87,NoRedLH1_0612,1,11.2,13.9,31,1,2,4,1,5,5,7,7,6,4,4,6,5,6
5fc59271971cc91189a1bdf0,3,1,4,3,4,4,4,1,10.87,NoRedLH1_0612,1,11.2,,43,0,1,4,2,5,3,5,7,7,1,6,7,6,7
5fec594488f057dbd3bdec07,1,1,3,2,2,2,3,1,10.87,NoRedLH1_0612,4,11.2,,28,1,2,4,7,7,7,7,7,7,5,1,6,7,7
6007421356226920359b5f3e,1,0,4,2,4,4,3,1,10.87,NoRedLH1_0612,1,11.2,14.3,34,0,3,4,2,5,4,6,7,6,3,2,3,5,4
604a4755d62e5590404b5426,2,0,2,2,2,2,2,1,10.87,NoRedLH1_0612,2,11.2,13.6,43,0,2,4,3,7,3,7,7,7,6,5,2,6,2
605fbc12c61d8d10250f6e51,1,1,4,4,3,4,3,1,10.87,NoRedLH1_0612,4,11.2,,29,2,2,4,2,4,5,4,7,5,3,3,6,4,6
607864ca34af93e712224f01,0,0,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,13.4,30,1,4,4,3,1,,1,,1,,4,,4,
6078b4ad9006e4f6572dde97,0,0,5,5,4,4,5,1,9.39,AllColorsLH_0617,,10.2,14.4,28,0,2,4,2,1,,1,,3,,7,,1,
609ab94f178ec843226336a7,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,54,0,2,4,7,5,,6,,7,,5,,6,
60b3950b9a1de417d37bb8d2,2,1,3,3,2,2,3,1,9.39,AllColorsLH_0617,2,10.2,,33,0,3,2,5,6,6,5,7,6,3,6,4,6,6
60e526b8c0bb71dce32c3166,2,0,5,2,4,4,4,1,9.39,AllColorsLH_0617,5,10.2,12.4,46,1,3,4,2,5,1,6,7,7,2,1,1,5,2
60fd310fff5b2600c9d95554,3,0,4,3,4,4,3,1,10.87,NoRedLH1_0612,1,11.2,14.2,32,1,2,4,3,4,6,4,7,6,2,5,4,4,5
60ff1f78061fc7decaf31f11,3,0,3,2,3,3,2,1,10.87,NoRedLH1_0612,1,11.2,13.4,22,0,4,6,3,5,5,5,7,5,4,6,4,6,5
6100906e671b8294f9ea93d8,0,1,5,5,3,3,5,1,9.39,AllColorsLH_0617,,10.2,,31,1,5,4,6,5,,5,,5,,6,,3,
6112bab70c61f8247ee7e228,0,1,4,4,4,4,4,1,9.39,AllColorsLH_0617,,10.2,,61,0,2,3,4,6,,6,,6,,6,,6,
613e495d5991ed54f860fe9d,3,0,3,2,3,2,1,1,10.87,NoRedLH1_0612,11,11.2,14.4,47,0,5,4,2,5,5,6,7,6,3,2,2,6,6
6144b21806fb764e5f179bc2,2,1,4,2,3,2,4,1,10.87,NoRedLH1_0612,2,11.2,,57,0,4,1,7,7,7,4,7,7,7,1,7,7,7
614e848825ae648282115670,1,1,3,2,3,3,2,1,10.87,NoRedLH1_0612,1,11.2,,30,1,4,5,7,6,7,6,7,6,6,4,6,6,6
615838a2d65d6be56cc96091,2,1,2,1,1,1,2,1,9.39,AllColorsLH_0617,3,10.2,,58,0,2,2,4,3,7,3,7,4,1,6,7,3,7
62029a55ef1cb18a1337c61a,2,0,3,2,3,3,3,1,10.87,NoRedLH1_0612,1,11.2,13.4,27,0,4,4,3,7,7,7,7,7,1,1,7,7,7
62b5da77688feb883eba275d,0,0,5,5,4,5,5,1,9.39,AllColorsLH_0617,,10.2,14.4,53,0,2,4,3,7,,7,,7,,4,,7,
62ceeffea6d9872b4adeee6f,1,1,4,2,4,4,2,1,9.39,AllColorsLH_0617,1,10.2,,25,0,2,4,4,2,6,5,7,3,3,4,6,4,6
62e7357284e65421d8f8b10f,3,0,4,2,4,3,4,1,10.87,NoRedLH1_0612,2,11.2,13.2,67,0,3,4,2,6,1,6,7,6,6,4,4,5,5
63038a4810d4751896ffcd01,0,0,5,5,5,5,4,1,9.39,AllColorsLH_0617,,10.2,13.4,33,1,3,2,3,4,,5,,6,,4,,5,
6314c1e76c3f71e2127f1976,0,0,5,5,4,5,3,1,9.39,AllColorsLH_0617,,10.2,14.2,44,0,2,4,2,1,,2,,6,,7,,2,
63469a362ae94cb99d4fd99a,0,0,5,5,4,5,5,1,10.87,NoRedLH1_0612,,11.2,12.7,29,0,2,4,1,1,,1,,2,,7,,1,
63469da3cef76cc5b3523b97,2,1,2,2,2,1,2,1,9.39,AllColorsLH_0617,1,10.2,,33,1,3,4,5,5,6,5,7,5,1,2,6,5,4
634d7250f674c11a71d1b88e,3,0,4,2,4,3,2,1,10.87,NoRedLH1_0612,2,11.2,9.5,45,0,2,4,3,5,7,6,7,6,1,3,6,5,7
63af557b3d4f219c3226b7d6,2,0,4,3,3,1,2,1,9.39,AllColorsLH_0617,4,10.2,13,51,1,3,2,3,6,5,6,7,6,6,5,3,6,3
63beebaa4c5884797ff00a98,1,1,5,3,2,2,3,1,9.39,AllColorsLH_0617,8,10.2,,74,1,2,2,4,2,4,2,7,3,2,4,4,3,4
63d16bb09fbf6b74afb1a010,3,0,2,1,1,1,2,1,9.39,AllColorsLH_0617,2,10.2,14.3,48,0,3,3,5,5,6,5,7,5,4,5,5,5,6
63ed50df25d0ea08696b393f,2,1,2,1,1,0,2,1,9.39,AllColorsLH_0617,1,10.2,,49,0,3,5,6,5,3,6,7,6,5,6,3,3,3
6400f14b24ac2b910c9f2d93,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,1,10.2,13.2,48,0,3,4,2,4,5,5,7,6,5,5,5,4,5
6413a8ae4d8739dd77933117,1,0,3,1,2,2,1,1,9.39,AllColorsLH_0617,4,10.2,13.8,45,0,2,4,2,5,1,5,7,5,7,2,1,4,1
641a43f78351cc4fefe31190,1,0,2,1,2,2,2,1,9.39,AllColorsLH_0617,4,10.2,12.7,50,1,3,4,3,4,6,4,7,4,1,4,6,4,5
64f9db6943940e98c173b596,3,1,4,3,3,3,4,1,10.87,NoRedLH1_0612,3,11.2,,53,3,3,3,5,4,6,4,7,5,2,3,6,4,6
6501f7c274092e1270832a17,1,0,5,5,3,5,5,1,9.39,AllColorsLH_0617,4,10.2,13.2,49,0,2,5,2,5,7,6,7,6,1,3,7,5,7
654e37a130d94b47675dcebe,2,0,4,2,4,3,1,1,10.87,NoRedLH1_0612,7,11.2,14.2,35,0,3,4,2,6,6,6,7,5,2,3,5,5,6
655b901b23209ae4a194a402,3,1,5,5,3,4,3,1,10.87,NoRedLH1_0612,4,11.2,,58,1,3,3,2,3,6,2,7,5,2,1,7,3,6
655e1678dd2c966d4754ecb4,2,0,2,2,2,2,2,1,10.87,NoRedLH1_0612,4,11.2,13.2,24,0,2,4,3,4,6,4,7,5,3,3,5,5,7
65654bb65a81489784483bf0,1,0,2,1,2,2,2,1,10.87,NoRedLH1_0612,1,11.2,12.2,33,1,2,5,5,5,6,5,7,6,4,5,6,5,6
6578943bda60b06de1ba4628,2,1,5,3,4,3,3,1,10.87,NoRedLH1_0612,2,11.2,,26,1,3,5,5,5,4,5,7,5,1,4,1,4,4
6594bab615de581dcf3c1848,0,1,5,5,4,4,5,1,10.87,NoRedLH1_0612,,11.2,,49,1,3,3,3,5,,5,,4,,6,,4,
65cd90916d6c5ca9f796e9a3,2,1,2,2,2,2,2,1,10.87,NoRedLH1_0612,2,11.2,,38,1,3,4,3,5,7,5,7,7,1,5,7,5,7
65f0f44f1cae5992a2cc2c8b,2,1,5,2,5,5,4,1,10.87,NoRedLH1_0612,4,11.2,,44,0,6,5,2,5,7,6,7,6,1,4,3,5,6
660453c9877e571d12b555f7,3,0,4,2,4,4,3,1,10.87,NoRedLH1_0612,2,11.2,14.3,39,0,3,5,7,7,7,7,7,7,2,4,6,6,6
6604906b9c2bd27270e6cc2b,0,0,4,4,2,4,2,1,9.39,AllColorsLH_0617,,10.2,14.2,54,0,3,4,1,5,,6,,7,,3,,5,
660ea65b18972d0e6a14a896,3,0,3,2,3,2,3,1,10.87,NoRedLH1_0612,1,11.2,13.6,58,1,2,4,3,6,6,6,7,6,2,4,6,6,7
66107a3619b2031a5256b327,2,1,1,1,1,1,1,1,9.39,AllColorsLH_0617,7,10.2,,67,1,3,4,5,5,6,5,7,5,4,4,6,5,5
663e1aba0afad079dae41953,0,1,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,,51,0,3,3,3,3,,3,,5,,3,,3,
6658b1b56a1df274ee633fdc,0,1,5,5,5,4,5,1,10.87,NoRedLH1_0612,,11.2,,21,0,3,4,3,5,,7,,7,,6,,2,
66597efb84cb793eeaa06ef8,0,0,5,5,2,3,1,1,10.87,NoRedLH1_0612,,11.2,8.5,48,0,5,4,5,7,,7,,7,,7,,7,
665a2ec0103f8c77303c4a83,1,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,3,10.2,13,58,1,2,4,4,5,1,5,7,7,7,2,4,5,3
665cc6c3bc1bea935ccfebbf,2,1,3,2,3,3,3,1,10.87,NoRedLH1_0612,4,11.2,,46,1,5,3,2,5,5,5,7,6,3,3,3,5,5
665f461d043d90dd77710aa3,3,1,2,2,2,2,2,1,10.87,NoRedLH1_0612,4,11.2,,32,1,3,5,5,5,2,6,7,7,5,4,5,5,4
66703e9ca0e67f0864687e47,1,0,3,2,2,2,3,1,10.87,NoRedLH1_0612,2,11.2,14.4,34,1,3,5,3,5,6,6,7,7,5,2,6,6,7
6670e05a65d32df6fa3e7560,2,1,2,1,2,2,1,1,9.39,AllColorsLH_0617,3,10.2,,57,0,3,3,5,7,5,7,7,7,2,1,3,7,6
66743f920e8215acd55b8eb3,2,0,4,3,4,3,2,1,10.87,NoRedLH1_0612,1,11.2,14.5,34,0,3,4,3,4,6,5,7,7,3,2,5,5,5
66774233add67a4a8e71398e@email.prolific.com,1,1,2,2,2,2,2,1,10.87,NoRedLH1_0612,2,11.2,,53,0,2,4,3,7,6,7,7,7,5,4,6,4,7
6678a6336d90a3a9973585c3,2,0,3,3,2,2,3,1,9.39,AllColorsLH_0617,2,10.2,13.2,32,0,3,3,2,7,6,7,7,7,2,1,3,7,5
66799043863669170269eedf,2,1,4,3,3,3,4,1,10.87,NoRedLH1_0612,6,11.2,,52,1,3,4,2,5,3,5,7,6,5,6,5,5,6
667a9bdad0e1a943ee3d04bb,3,0,4,2,3,3,4,1,10.87,NoRedLH1_0612,2,11.2,14.3,26,0,3,3,3,5,6,5,7,5,3,4,5,4,5
6683f9cded466c62ba631d9e,1,1,5,4,4,3,4,1,10.87,NoRedLH1_0612,1,11.2,,50,0,2,2,1,1,6,1,7,4,4,1,5,2,6
669177c66d14fd83c2a18125,2,1,2,2,2,2,2,1,10.87,NoRedLH1_0612,3,11.2,,39,0,5,5,5,5,5,5,7,6,3,4,4,5,5
66928f171518765c5f8cea5b,2,0,5,2,5,5,3,1,10.87,NoRedLH1_0612,2,11.2,12.4,41,1,2,3,2,5,4,5,7,7,6,5,3,6,4
6694154a46060b3c49b2d6fd,0,0,5,5,3,3,2,1,10.87,NoRedLH1_0612,,11.2,14.3,28,0,3,4,2,2,,2,,5,,1,,3,
669b46825041be036247d1a2,2,1,3,3,2,2,3,1,9.39,AllColorsLH_0617,1,10.2,,39,1,3,3,3,5,5,5,7,5,5,5,5,5,5
66a261c8cd2d7a18cbe95b9a,2,1,3,2,3,3,2,1,10.87,NoRedLH1_0612,1,11.2,,20,0,2,4,5,5,6,5,7,7,5,2,5,6,5
66a63df6388e9adeb75e857d,2,1,4,3,4,4,3,1,10.87,NoRedLH1_0612,1,11.2,,51,1,4,5,3,4,6,5,7,6,2,3,5,5,6
66a641d8eae42f430895d856,1,0,2,2,2,2,2,1,10.87,NoRedLH1_0612,2,11.2,7.6,21,1,3,5,3,5,5,4,7,5,5,4,4,5,4
66a90c2263a2823be078178e,3,1,5,2,2,2,5,1,9.39,AllColorsLH_0617,2,10.2,,38,0,4,4,4,7,5,7,7,7,5,4,5,6,6
66b37344796f45313433abc8,3,0,4,2,4,4,4,1,10.87,NoRedLH1_0612,1,11.2,13.4,21,0,2,3,5,5,6,4,7,6,2,4,5,5,6
66b73f9ba035651170b94c76,2,0,3,3,2,3,1,1,10.87,NoRedLH1_0612,5,11.2,13.1,43,1,6,3,2,4,2,3,7,5,5,5,3,5,3
66be3ed60ce8896e4feb1003,3,0,5,5,4,4,5,1,10.87,NoRedLH1_0612,2,11.2,12.8,50,1,4,6,2,4,2,6,7,7,5,2,6,5,5
66d29886c53f1949f8275cba,3,0,3,3,3,3,3,1,9.39,AllColorsLH_0617,2,10.2,13.2,31,0,2,4,1,5,5,1,7,5,1,2,4,4,3
66d40c57f897feb5421947d4,3,1,4,3,3,3,4,1,10.87,NoRedLH1_0612,3,11.2,,38,0,3,3,3,4,5,4,7,6,7,4,6,4,7
66d6376eb15526056851d558,1,0,4,2,3,3,4,1,10.87,NoRedLH1_0612,3,11.2,13.4,48,1,3,4,3,5,6,5,7,6,5,2,3,6,6
66e7381b679a09a5e859d755,2,0,5,3,4,4,5,1,10.87,NoRedLH1_0612,2,11.2,14.5,39,0,2,6,1,6,7,7,7,7,4,1,5,5,4
66ef36768bc403140fa01e35,0,0,5,5,4,4,4,1,10.87,NoRedLH1_0612,,11.2,14.5,35,1,4,4,3,4,,5,,5,,5,,4,
66f75098a075cf5f392deaab,3,0,4,3,3,4,3,1,10.87,NoRedLH1_0612,1,11.2,14.4,54,0,3,3,3,5,4,6,7,6,3,3,3,3,3
66f87d84fcfe786a13ff1edb,3,0,3,3,2,2,2,1,9.39,AllColorsLH_0617,3,10.2,13.5,69,1,2,2,5,5,2,4,7,5,7,2,2,5,5
67104c7deff954cb22438402,1,1,3,2,2,2,1,1,9.39,AllColorsLH_0617,6,10.2,,49,1,2,4,5,7,6,7,7,7,1,1,7,7,4
6717d0f52cc5e0a7f13b596a,0,0,5,5,5,5,5,1,9.39,AllColorsLH_0617,,10.2,13.2,43,0,2,5,3,5,,5,,6,,4,,5,
67237e8fe4d32fbb53aabc67,3,1,4,3,3,3,4,1,10.87,NoRedLH1_0612,1,11.2,,50,0,3,4,2,6,6,6,7,7,6,3,2,6,3
6723a12849796982b39f3c28,0,0,5,5,5,5,5,1,10.87,NoRedLH1_0612,,11.2,13.7,23,1,4,3,3,3,,3,,4,,5,,3,
672f246d1d67d71960402ef8,3,0,4,1,2,1,3,1,9.39,AllColorsLH_0617,2,10.2,12.2,33,0,3,6,6,4,4,5,7,5,5,6,5,4,4
6730f965beb7513190d2be93,0,0,5,5,3,3,2,1,9.39,AllColorsLH_0617,,10.2,13.4,61,0,4,3,2,7,,3,,7,,2,,7,
6759cf4aa98832e7c32a61b3,2,1,2,2,2,2,2,1,10.87,NoRedLH1_0612,1,11.2,,54,1,3,3,4,6,6,4,7,6,4,5,5,5,6
676055469b245b53e81358d0,1,0,4,4,3,3,2,1,10.87,NoRedLH1_0612,10,11.2,14.5,21,0,2,4,1,6,3,5,7,7,5,2,3,6,2
6763911a202c7db0ad8d5790,3,1,3,2,2,2,3,1,10.87,NoRedLH1_0612,2,11.2,,51,0,3,2,3,2,3,5,7,5,5,7,2,1,2
6765e5d4ee75be7807670beb,2,0,4,2,4,2,4,1,10.87,NoRedLH1_0612,2,11.2,13,24,1,4,5,3,4,6,5,7,6,3,3,4,5,5
677052c959de45fd60f8d1a9,2,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,4,10.2,9.4,58,1,3,3,5,5,7,4,7,5,5,2,3,5,3
6772ed74a16a7086a77e5d6e,2,0,3,2,2,2,3,1,10.87,NoRedLH1_0612,6,11.2,13.4,27,1,3,4,7,5,4,6,7,7,5,4,3,4,4
6773d6d84f06b14a316648aa,2,1,1,1,1,1,1,1,9.39,AllColorsLH_0617,1,10.2,,35,0,2,4,6,5,6,6,7,7,3,4,6,5,6
6773dea609f77d473900997a,0,1,5,5,3,2,5,1,10.87,NoRedLH1_0612,3,11.2,,32,1,3,5,3,7,,7,,7,,2,,7,
6777f3e9760d3844217b5ea8,0,0,5,5,4,5,5,1,9.39,AllColorsLH_0617,,10.2,13.2,19,1,2,2,5,5,,5,,6,,3,,5,
677b8e386966144d94556597,2,1,3,2,3,3,2,1,10.87,NoRedLH1_0612,4,11.2,,52,0,3,4,3,6,7,6,7,6,1,4,7,6,7
677bb2c5448379a16cbf0a9e,2,1,4,3,4,4,3,1,10.87,NoRedLH1_0612,1,11.2,,29,1,3,2,7,1,6,1,7,2,1,7,5,1,6
677c4ec6bf1d6e16cf3d3055,0,0,5,5,4,5,3,1,10.87,NoRedLH1_0612,,11.2,0,43,0,3,4,3,4,,5,,5,,4,,4,
67a7d4e19fee63cbe222ae02,3,0,3,3,2,1,2,1,9.39,AllColorsLH_0617,4,10.2,11.4,22,0,2,5,4,5,5,5,7,6,3,4,6,5,7
67aa34015d2def3278e3ee41,1,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,3,10.2,14.2,48,1,3,2,3,5,2,5,7,5,5,4,3,5,4
67ae36e6472072f99199d636,3,0,5,4,4,5,5,1,10.87,NoRedLH1_0612,4,11.2,13.7,34,1,4,4,3,5,6,6,7,5,5,5,6,5,6
67e1dc9c35b6facf1079fb30,2,1,4,2,4,3,4,1,10.87,NoRedLH1_0612,1,11.2,,34,0,3,5,5,6,7,6,7,7,1,3,7,6,7
67e2b6561ccb8f5bb055cc85,3,0,1,1,1,1,1,1,9.39,AllColorsLH_0617,2,10.2,12.4,28,1,4,4,7,5,6,5,7,5,2,2,6,5,6
67e461f383bb0fc948ffd5fd,1,0,5,4,3,3,2,1,10.87,NoRedLH1_0612,7,11.2,13.2,32,0,2,4,3,5,6,6,7,7,3,3,6,6,7
67e48fe0292eb135e6a513d8,2,1,4,3,3,2,2,1,10.87,NoRedLH1_0612,2,11.2,,42,1,3,4,4,4,6,5,7,5,4,4,5,4,6
67e6e99634be5e57bbd2553f,0,0,5,5,4,4,3,1,9.39,AllColorsLH_0617,,10.2,5.2,28,0,4,6,5,7,,7,,7,,1,,7,
67eff0475e43d9a5390ff55e,1,1,4,2,3,4,3,1,10.87,NoRedLH1_0612,2,11.2,,25,1,4,4,5,7,6,7,7,7,2,1,6,7,6
680008702b9fd50b094a19eb,2,1,5,5,4,3,5,1,10.87,NoRedLH1_0612,2,11.2,,55,0,6,7,2,6,6,7,7,6,5,6,4,6,5
